time_point,group,subject,task,rank,observer,session,sick_severity,cogn,sex,rearing,age,time_in_leipzig,le_present,le_mean,le_max,dist_present,dist_mean,dist_max,time_outdoors,sociality
1,a_chimp,shanga,inference,NA,no,1,NA,4,f,mother,9.462012320328542,0.6899383983572895,no,0,0,no,0,0,7.4375,0.018228984374391043
1,a_chimp,tai,causality,4,no,1,NA,9,f,mother,18.017796030116358,18.017796030116358,no,0,0,no,0,0,7.4375,-0.010018897577855611
1,a_chimp,tai,gaze_following,4,no,1,NA,1,f,mother,18.017796030116358,18.017796030116358,no,0,0,no,0,0,7.4375,-0.010018897577855611
1,a_chimp,tai,gaze_following,4,no,2,0,2,f,mother,18.017796030116358,18.017796030116358,no,0,0,no,0,0,7.4375,-0.010018897577855611
1,a_chimp,tai,inference,4,no,1,NA,9,f,mother,18.017796030116358,18.017796030116358,no,0,0,no,0,0,7.4375,-0.010018897577855611
1,a_chimp,tai,quantity,4,no,2,0,10,f,mother,18.017796030116358,18.017796030116358,no,0,0,no,0,0,7.4375,-0.010018897577855611
1,b_chimp,alex,causality,1,no,1,0,12,m,hand,19.460643394934976,18.299794661190965,no,0,0,yes,0.8,10,6.325,-0.13591504068734872
1,b_chimp,alex,gaze_following,1,no,1,0,1,m,hand,19.460643394934976,18.299794661190965,no,0,0,yes,0.8,10,6.325,-0.13591504068734872
1,b_chimp,alex,gaze_following,1,no,2,0,0,m,hand,19.460643394934976,18.299794661190965,no,0,0,yes,0.8,10,6.325,-0.13591504068734872
1,b_chimp,alex,inference,1,no,1,0,12,m,hand,19.460643394934976,18.299794661190965,no,0,0,yes,0.8,10,6.325,-0.13591504068734872
1,b_chimp,alex,quantity,1,no,2,0,10,m,hand,19.460643394934976,18.299794661190965,no,0,0,yes,0.8,10,6.325,-0.13591504068734872
1,b_chimp,daza,causality,3,yes,1,0,11,f,hand,34.64750171115674,7.2470910335386725,no,0,0,yes,0.8,10,6.325,0.06923370689573152
1,b_chimp,daza,gaze_following,3,yes,1,0,1,f,hand,34.64750171115674,7.2470910335386725,no,0,0,yes,0.8,10,6.325,0.06923370689573152
1,b_chimp,daza,gaze_following,3,yes,2,0,1,f,hand,34.64750171115674,7.2470910335386725,no,0,0,yes,0.8,10,6.325,0.06923370689573152
1,b_chimp,daza,inference,3,yes,1,0,3,f,hand,34.64750171115674,7.2470910335386725,no,0,0,yes,0.8,10,6.325,0.06923370689573152
1,b_chimp,daza,quantity,3,yes,2,0,11,f,hand,34.64750171115674,7.2470910335386725,no,0,0,yes,0.8,10,6.325,0.06923370689573152
1,b_chimp,frederike,causality,5,no,1,0,9,f,hand,46.64750171115674,7.2470910335386725,no,0,0,yes,0.8,10,6.325,0.05624648517503282
1,b_chimp,frederike,gaze_following,5,no,1,0,0,f,hand,46.64750171115674,7.2470910335386725,no,0,0,yes,0.8,10,6.325,0.05624648517503282
1,b_chimp,frederike,gaze_following,5,yes,2,0,0,f,hand,46.64750171115674,7.2470910335386725,no,0,0,yes,0.8,10,6.325,0.05624648517503282
1,b_chimp,frederike,inference,5,no,1,0,4,f,hand,46.64750171115674,7.2470910335386725,no,0,0,yes,0.8,10,6.325,0.05624648517503282
1,b_chimp,frederike,quantity,5,yes,2,0,9,f,hand,46.64750171115674,7.2470910335386725,no,0,0,yes,0.8,10,6.325,0.05624648517503282
1,b_chimp,hope,causality,2,no,1,0,9,f,mother,29.697467488021903,4.558521560574949,no,0,0,yes,0.8,10,6.325,0.09388041105844669
1,b_chimp,hope,gaze_following,2,no,1,0,4,f,mother,29.697467488021903,4.558521560574949,no,0,0,yes,0.8,10,6.325,0.09388041105844669
1,b_chimp,hope,gaze_following,2,no,2,0,3,f,mother,29.697467488021903,4.558521560574949,no,0,0,yes,0.8,10,6.325,0.09388041105844669
1,b_chimp,hope,inference,2,no,1,0,2,f,mother,29.697467488021903,4.558521560574949,no,0,0,yes,0.8,10,6.325,0.09388041105844669
1,b_chimp,hope,quantity,2,no,2,0,9,f,mother,29.697467488021903,4.558521560574949,no,0,0,yes,0.8,10,6.325,0.09388041105844669
1,b_chimp,jeudi,causality,4,yes,1,0,10,f,hand,54.64750171115674,7.2470910335386725,no,0,0,yes,0.8,10,6.325,0.057003141131866226
1,b_chimp,jeudi,gaze_following,4,yes,1,0,3,f,hand,54.64750171115674,7.2470910335386725,no,0,0,yes,0.8,10,6.325,0.057003141131866226
1,b_chimp,jeudi,gaze_following,4,yes,2,0,4,f,hand,54.64750171115674,7.2470910335386725,no,0,0,yes,0.8,10,6.325,0.057003141131866226
1,b_chimp,jeudi,inference,4,yes,1,0,3,f,hand,54.64750171115674,7.2470910335386725,no,0,0,yes,0.8,10,6.325,0.057003141131866226
1,b_chimp,jeudi,quantity,4,yes,2,0,7,f,hand,54.64750171115674,7.2470910335386725,no,0,0,yes,0.8,10,6.325,0.057003141131866226
1,b_chimp,zira,causality,3,no,1,0,0,f,mother,23.227926078028748,4.558521560574949,no,0,0,yes,0.8,10,6.325,-0.1288328069779732
1,b_chimp,zira,gaze_following,3,no,1,0,3,f,mother,23.227926078028748,4.558521560574949,no,0,0,yes,0.8,10,6.325,-0.1288328069779732
1,b_chimp,zira,gaze_following,3,no,2,0,2,f,mother,23.227926078028748,4.558521560574949,no,0,0,yes,0.8,10,6.325,-0.1288328069779732
1,b_chimp,zira,inference,3,no,1,0,2,f,mother,23.227926078028748,4.558521560574949,no,0,0,yes,0.8,10,6.325,-0.1288328069779732
1,b_chimp,zira,quantity,3,no,2,0,9,f,mother,23.227926078028748,4.558521560574949,no,0,0,yes,0.8,10,6.325,-0.1288328069779732
1,bonobo,jasongo,causality,7,yes,1,0,8,m,mother,30.04791238877481,9.240246406570842,no,0,0,no,0,0,6.905333333333333,-0.026979876133993306
1,bonobo,jasongo,gaze_following,7,yes,1,0,3,m,mother,30.04791238877481,9.240246406570842,no,0,0,no,0,0,6.905333333333333,-0.026979876133993306
1,bonobo,jasongo,gaze_following,7,yes,2,0,4,m,mother,30.04791238877481,9.240246406570842,no,0,0,no,0,0,6.905333333333333,-0.026979876133993306
1,bonobo,jasongo,inference,7,yes,1,0,4,m,mother,30.04791238877481,9.240246406570842,no,0,0,no,0,0,6.905333333333333,-0.026979876133993306
1,bonobo,jasongo,quantity,7,yes,2,0,7,m,mother,30.04791238877481,9.240246406570842,no,0,0,no,0,0,6.905333333333333,-0.026979876133993306
1,bonobo,joey,causality,8,no,1,0,12,m,hand,37.68377823408624,19.457905544147845,no,0,0,no,0,0,6.905333333333333,-0.030440665570382438
1,bonobo,joey,gaze_following,8,no,1,0,2,m,hand,37.68377823408624,19.457905544147845,no,0,0,no,0,0,6.905333333333333,-0.030440665570382438
1,bonobo,joey,gaze_following,8,no,2,0,0,m,hand,37.68377823408624,19.457905544147845,no,0,0,no,0,0,6.905333333333333,-0.030440665570382438
1,bonobo,joey,inference,8,no,1,0,0,m,hand,37.68377823408624,19.457905544147845,no,0,0,no,0,0,6.905333333333333,-0.030440665570382438
1,bonobo,joey,quantity,8,no,2,0,6,m,hand,37.68377823408624,19.457905544147845,no,0,0,no,0,0,6.905333333333333,-0.030440665570382438
1,bonobo,lexi,causality,1,yes,1,0,12,f,hand,20.933607118412045,8.243668720054757,no,0,0,no,0,0,6.905333333333333,0.010832142645962974
1,bonobo,lexi,gaze_following,1,yes,1,0,2,f,hand,20.933607118412045,8.243668720054757,no,0,0,no,0,0,6.905333333333333,0.010832142645962974
1,bonobo,lexi,gaze_following,1,yes,2,0,2,f,hand,20.933607118412045,8.243668720054757,no,0,0,no,0,0,6.905333333333333,0.010832142645962974
1,bonobo,lexi,inference,1,yes,1,0,0,f,hand,20.933607118412045,8.243668720054757,no,0,0,no,0,0,6.905333333333333,0.010832142645962974
1,bonobo,lexi,quantity,1,yes,2,0,6,f,hand,20.933607118412045,8.243668720054757,no,0,0,no,0,0,6.905333333333333,0.010832142645962974
1,bonobo,luiza,causality,3,no,1,0,4,f,mother,15.55920602327173,15.55920602327173,no,0,0,no,0,0,6.905333333333333,-0.01772382288353636
1,bonobo,luiza,gaze_following,3,no,1,0,1,f,mother,15.55920602327173,15.55920602327173,no,0,0,no,0,0,6.905333333333333,-0.01772382288353636
1,bonobo,luiza,gaze_following,3,no,2,0,0,f,mother,15.55920602327173,15.55920602327173,no,0,0,no,0,0,6.905333333333333,-0.01772382288353636
1,bonobo,luiza,inference,3,no,1,0,2,f,mother,15.55920602327173,15.55920602327173,no,0,0,no,0,0,6.905333333333333,-0.01772382288353636
1,bonobo,luiza,quantity,3,no,2,0,9,f,mother,15.55920602327173,15.55920602327173,no,0,0,no,0,0,6.905333333333333,-0.01772382288353636
1,bonobo,yaro,causality,5,yes,1,0,7,m,mother,7.337440109514032,7.337440109514032,no,0,0,no,0,0,6.905333333333333,-0.01476750615771083
1,bonobo,yaro,gaze_following,5,yes,1,0,2,m,mother,7.337440109514032,7.337440109514032,no,0,0,no,0,0,6.905333333333333,-0.01476750615771083
1,bonobo,yaro,gaze_following,5,yes,2,0,3,m,mother,7.337440109514032,7.337440109514032,no,0,0,no,0,0,6.905333333333333,-0.01476750615771083
1,bonobo,yaro,inference,5,yes,1,0,9,m,mother,7.337440109514032,7.337440109514032,no,0,0,no,0,0,6.905333333333333,-0.01476750615771083
1,bonobo,yaro,quantity,5,yes,2,0,8,m,mother,7.337440109514032,7.337440109514032,no,0,0,no,0,0,6.905333333333333,-0.01476750615771083
1,gorilla,abeeku,causality,1,yes,1,0,6,m,mother,21.31416837782341,8.019164955509925,no,0,0,yes,0.44,8,7.6125,-0.18662375396600533
1,gorilla,abeeku,gaze_following,1,yes,1,0,0,m,mother,21.31416837782341,8.019164955509925,no,0,0,yes,0.44,8,7.6125,-0.18662375396600533
1,gorilla,abeeku,gaze_following,1,yes,2,NA,0,m,mother,21.31416837782341,8.019164955509925,no,0,0,yes,0.44,8,7.6125,-0.18662375396600533
1,gorilla,abeeku,inference,1,yes,1,0,4,m,mother,21.31416837782341,8.019164955509925,no,0,0,yes,0.44,8,7.6125,-0.18662375396600533
1,gorilla,abeeku,quantity,1,yes,2,NA,11,m,mother,21.31416837782341,8.019164955509925,no,0,0,yes,0.44,8,7.6125,-0.18662375396600533
1,gorilla,diara,causality,3,yes,1,0,0,f,mother,6.464065708418891,6.464065708418891,no,0,0,yes,0.44,8,7.6125,-0.19524735431090803
1,gorilla,diara,gaze_following,3,yes,1,0,2,f,mother,6.464065708418891,6.464065708418891,no,0,0,yes,0.44,8,7.6125,-0.19524735431090803
1,gorilla,diara,gaze_following,3,yes,2,NA,0,f,mother,6.464065708418891,6.464065708418891,no,0,0,yes,0.44,8,7.6125,-0.19524735431090803
1,gorilla,diara,inference,3,yes,1,0,0,f,mother,6.464065708418891,6.464065708418891,no,0,0,yes,0.44,8,7.6125,-0.19524735431090803
1,gorilla,diara,quantity,3,yes,2,NA,6,f,mother,6.464065708418891,6.464065708418891,no,0,0,yes,0.44,8,7.6125,-0.19524735431090803
1,gorilla,kibara,causality,2,yes,1,0,3,f,mother,16.621492128678987,16.621492128678987,no,0,0,yes,0.44,8,7.6125,-0.0040154987414728885
1,gorilla,kibara,gaze_following,2,yes,1,0,4,f,mother,16.621492128678987,16.621492128678987,no,0,0,yes,0.44,8,7.6125,-0.0040154987414728885
1,gorilla,kibara,gaze_following,2,yes,2,NA,1,f,mother,16.621492128678987,16.621492128678987,no,0,0,yes,0.44,8,7.6125,-0.0040154987414728885
1,gorilla,kibara,inference,2,yes,1,0,8,f,mother,16.621492128678987,16.621492128678987,no,0,0,yes,0.44,8,7.6125,-0.0040154987414728885
1,gorilla,kibara,quantity,2,yes,2,NA,12,f,mother,16.621492128678987,16.621492128678987,no,0,0,yes,0.44,8,7.6125,-0.0040154987414728885
1,gorilla,kio,gaze_following,4,yes,1,0,1,m,mother,2.724161533196441,2.724161533196441,no,0,0,yes,0.44,8,7.6125,0.13984429095473747
1,gorilla,kio,gaze_following,4,yes,2,NA,0,m,mother,2.724161533196441,2.724161533196441,no,0,0,yes,0.44,8,7.6125,0.13984429095473747
1,gorilla,kio,quantity,4,yes,2,NA,6,m,mother,2.724161533196441,2.724161533196441,no,0,0,yes,0.44,8,7.6125,0.13984429095473747
1,gorilla,kumili,causality,2,yes,1,0,11,f,mother,16.594113620807665,7.742642026009582,no,0,0,yes,0.44,8,7.6125,0.15103488139414098
1,gorilla,kumili,gaze_following,2,yes,1,0,0,f,mother,16.594113620807665,7.742642026009582,no,0,0,yes,0.44,8,7.6125,0.15103488139414098
1,gorilla,kumili,gaze_following,2,yes,2,NA,0,f,mother,16.594113620807665,7.742642026009582,no,0,0,yes,0.44,8,7.6125,0.15103488139414098
1,gorilla,kumili,inference,2,yes,1,0,7,f,mother,16.594113620807665,7.742642026009582,no,0,0,yes,0.44,8,7.6125,0.15103488139414098
1,gorilla,kumili,quantity,2,yes,2,NA,10,f,mother,16.594113620807665,7.742642026009582,no,0,0,yes,0.44,8,7.6125,0.15103488139414098
1,orangutan,dokana,causality,3,no,1,7,11,f,mother,31.550992470910334,17.661875427789184,yes,0.25,5,yes,0.175,5,6.83125,0.00939719959531933
1,orangutan,dokana,gaze_following,3,no,1,7,0,f,mother,31.550992470910334,17.661875427789184,yes,0.25,5,yes,0.175,5,6.83125,0.00939719959531933
1,orangutan,dokana,gaze_following,3,no,2,7,1,f,mother,31.550992470910334,17.661875427789184,yes,0.25,5,yes,0.175,5,6.83125,0.00939719959531933
1,orangutan,dokana,inference,3,no,1,7,11,f,mother,31.550992470910334,17.661875427789184,yes,0.25,5,yes,0.175,5,6.83125,0.00939719959531933
1,orangutan,dokana,quantity,3,no,2,7,7,f,mother,31.550992470910334,17.661875427789184,yes,0.25,5,yes,0.175,5,6.83125,0.00939719959531933
1,orangutan,padana,causality,3,yes,1,0,12,f,mother,22.754277891854894,22.754277891854894,yes,0.25,5,yes,0.175,5,6.83125,0.025275234377296625
1,orangutan,padana,gaze_following,3,yes,1,0,0,f,mother,22.754277891854894,22.754277891854894,yes,0.25,5,yes,0.175,5,6.83125,0.025275234377296625
1,orangutan,padana,gaze_following,3,yes,2,7,1,f,mother,22.754277891854894,22.754277891854894,yes,0.25,5,yes,0.175,5,6.83125,0.025275234377296625
1,orangutan,padana,inference,3,yes,1,0,11,f,mother,22.754277891854894,22.754277891854894,yes,0.25,5,yes,0.175,5,6.83125,0.025275234377296625
1,orangutan,padana,quantity,3,yes,2,7,5,f,mother,22.754277891854894,22.754277891854894,yes,0.25,5,yes,0.175,5,6.83125,0.025275234377296625
1,orangutan,pini,causality,2,no,1,4,12,f,mother,32.139630390143736,32.139630390143736,yes,0.25,5,yes,0.175,5,6.83125,-0.0244527012675951
1,orangutan,pini,gaze_following,2,no,1,4,1,f,mother,32.139630390143736,32.139630390143736,yes,0.25,5,yes,0.175,5,6.83125,-0.0244527012675951
1,orangutan,pini,gaze_following,2,no,2,4,0,f,mother,32.139630390143736,32.139630390143736,yes,0.25,5,yes,0.175,5,6.83125,-0.0244527012675951
1,orangutan,pini,inference,2,no,1,4,2,f,mother,32.139630390143736,32.139630390143736,yes,0.25,5,yes,0.175,5,6.83125,-0.0244527012675951
1,orangutan,pini,quantity,2,no,2,4,12,f,mother,32.139630390143736,32.139630390143736,yes,0.25,5,yes,0.175,5,6.83125,-0.0244527012675951
2,a_chimp,azibo,causality,12,yes,1,0,8,m,mother,5.363449691991787,5.363449691991787,yes,0.18518518518518517,5,yes,2.6296296296296298,10,7.634615384615385,0.17111662328653351
2,a_chimp,azibo,gaze_following,12,yes,1,0,0,m,mother,5.363449691991787,5.363449691991787,yes,0.18518518518518517,5,yes,2.6296296296296298,10,7.634615384615385,0.17111662328653351
2,a_chimp,azibo,gaze_following,12,yes,2,0,0,m,mother,5.363449691991787,5.363449691991787,yes,0.18518518518518517,5,yes,2.6296296296296298,10,7.634615384615385,0.17111662328653351
2,a_chimp,azibo,inference,12,yes,1,0,5,m,mother,5.363449691991787,5.363449691991787,yes,0.18518518518518517,5,yes,2.6296296296296298,10,7.634615384615385,0.17111662328653351
2,a_chimp,azibo,quantity,12,yes,2,0,8,m,mother,5.363449691991787,5.363449691991787,yes,0.18518518518518517,5,yes,2.6296296296296298,10,7.634615384615385,0.17111662328653351
2,a_chimp,corrie,causality,9,yes,1,0,6,f,hand,43.69883641341547,19.485284052019164,yes,0.18518518518518517,5,yes,2.6296296296296298,10,7.634615384615385,-0.10630266591087438
2,a_chimp,corrie,gaze_following,9,yes,1,0,1,f,hand,43.69883641341547,19.485284052019164,yes,0.18518518518518517,5,yes,2.6296296296296298,10,7.634615384615385,-0.10630266591087438
2,a_chimp,corrie,inference,9,yes,1,0,5,f,hand,43.69883641341547,19.485284052019164,yes,0.18518518518518517,5,yes,2.6296296296296298,10,7.634615384615385,-0.10630266591087438
2,a_chimp,dorien,causality,8,no,1,0,2,f,hand,39.83846680355921,19.485284052019164,yes,0.18518518518518517,5,yes,2.6296296296296298,10,7.634615384615385,-0.039895670631674124
2,a_chimp,dorien,gaze_following,8,no,1,0,0,f,hand,39.83846680355921,19.485284052019164,yes,0.18518518518518517,5,yes,2.6296296296296298,10,7.634615384615385,-0.039895670631674124
2,a_chimp,dorien,gaze_following,8,no,2,0,0,f,hand,39.83846680355921,19.485284052019164,yes,0.18518518518518517,5,yes,2.6296296296296298,10,7.634615384615385,-0.039895670631674124
2,a_chimp,dorien,inference,8,no,1,0,12,f,hand,39.83846680355921,19.485284052019164,yes,0.18518518518518517,5,yes,2.6296296296296298,10,7.634615384615385,-0.039895670631674124
2,a_chimp,dorien,quantity,8,no,2,0,12,f,hand,39.83846680355921,19.485284052019164,yes,0.18518518518518517,5,yes,2.6296296296296298,10,7.634615384615385,-0.039895670631674124
2,a_chimp,fraukje,causality,11,yes,1,0,12,f,hand,44.38329911019849,19.485284052019164,yes,0.18518518518518517,5,yes,2.6296296296296298,10,7.634615384615385,0.17848953456595257
2,a_chimp,fraukje,gaze_following,11,yes,1,0,1,f,hand,44.38329911019849,19.485284052019164,yes,0.18518518518518517,5,yes,2.6296296296296298,10,7.634615384615385,0.17848953456595257
2,a_chimp,fraukje,gaze_following,11,yes,2,0,0,f,hand,44.38329911019849,19.485284052019164,yes,0.18518518518518517,5,yes,2.6296296296296298,10,7.634615384615385,0.17848953456595257
2,a_chimp,fraukje,inference,11,yes,1,0,4,f,hand,44.38329911019849,19.485284052019164,yes,0.18518518518518517,5,yes,2.6296296296296298,10,7.634615384615385,0.17848953456595257
2,a_chimp,fraukje,quantity,11,yes,2,0,7,f,hand,44.38329911019849,19.485284052019164,yes,0.18518518518518517,5,yes,2.6296296296296298,10,7.634615384615385,0.17848953456595257
2,a_chimp,frodo,causality,1,no,1,0,5,m,mother,26.7378507871321,19.485284052019164,yes,0.18518518518518517,5,yes,2.6296296296296298,10,7.634615384615385,0.3051511811385674
2,a_chimp,frodo,gaze_following,1,no,1,0,1,m,mother,26.7378507871321,19.485284052019164,yes,0.18518518518518517,5,yes,2.6296296296296298,10,7.634615384615385,0.3051511811385674
2,a_chimp,frodo,gaze_following,1,no,2,0,0,m,mother,26.7378507871321,19.485284052019164,yes,0.18518518518518517,5,yes,2.6296296296296298,10,7.634615384615385,0.3051511811385674
2,a_chimp,frodo,inference,1,no,1,0,7,m,mother,26.7378507871321,19.485284052019164,yes,0.18518518518518517,5,yes,2.6296296296296298,10,7.634615384615385,0.3051511811385674
2,a_chimp,frodo,quantity,1,no,2,0,9,m,mother,26.7378507871321,19.485284052019164,yes,0.18518518518518517,5,yes,2.6296296296296298,10,7.634615384615385,0.3051511811385674
2,a_chimp,kisha,causality,7,yes,1,0,9,f,mother,16.476386036960985,6.93223819301848,yes,0.18518518518518517,5,yes,2.6296296296296298,10,7.634615384615385,-0.06591264423248087
2,a_chimp,kisha,gaze_following,7,yes,1,0,0,f,mother,16.476386036960985,6.93223819301848,yes,0.18518518518518517,5,yes,2.6296296296296298,10,7.634615384615385,-0.06591264423248087
2,a_chimp,kisha,inference,7,yes,1,0,3,f,mother,16.476386036960985,6.93223819301848,yes,0.18518518518518517,5,yes,2.6296296296296298,10,7.634615384615385,-0.06591264423248087
2,a_chimp,natascha,causality,5,yes,1,0,3,f,hand,40.407939767282684,19.485284052019164,yes,0.18518518518518517,5,yes,2.6296296296296298,10,7.634615384615385,-0.17448063590925317
2,a_chimp,natascha,gaze_following,5,yes,1,0,0,f,hand,40.407939767282684,19.485284052019164,yes,0.18518518518518517,5,yes,2.6296296296296298,10,7.634615384615385,-0.17448063590925317
2,a_chimp,natascha,inference,5,yes,1,0,9,f,hand,40.407939767282684,19.485284052019164,yes,0.18518518518518517,5,yes,2.6296296296296298,10,7.634615384615385,-0.17448063590925317
2,a_chimp,riet,causality,3,no,1,0,11,f,hand,42.784394250513344,19.485284052019164,yes,0.18518518518518517,5,yes,2.6296296296296298,10,7.634615384615385,-0.0018748103535054092
2,a_chimp,riet,gaze_following,3,no,1,0,4,f,hand,42.784394250513344,19.485284052019164,yes,0.18518518518518517,5,yes,2.6296296296296298,10,7.634615384615385,-0.0018748103535054092
2,a_chimp,riet,gaze_following,3,no,2,0,4,f,hand,42.784394250513344,19.485284052019164,yes,0.18518518518518517,5,yes,2.6296296296296298,10,7.634615384615385,-0.0018748103535054092
