date,time_point,species,focal,associates
2020-08-21,2,a-chimps,Robert,NA
2020-08-21,2,a-chimps,Sandra,NA
2020-08-21,2,a-chimps,Dorien,Riet
2020-08-21,2,a-chimps,Riet,Dorien
2020-08-21,2,a-chimps,Azibo,Frodo
2020-08-21,2,a-chimps,Azibo,Fraukje
2020-08-21,2,a-chimps,Fraukje,Frodo
2020-08-21,2,a-chimps,Fraukje,Azibo
2020-08-21,2,a-chimps,Maja,Frodo
2020-08-21,2,a-chimps,Maja,Robert
2020-08-21,2,a-chimps,Maja,Azibo
2020-08-21,2,a-chimps,Maja,Fraukje
2020-08-21,2,a-chimps,Maja,Azibo
2020-08-21,2,a-chimps,Maja,Shanga
2020-08-21,2,a-chimps,Swela,Dorien
2020-08-21,2,a-chimps,Shanga,Maja
2020-08-24,2,a-chimps,Natascha,NA
2020-08-24,3,a-chimps,Natascha,NA
2020-08-24,2,a-chimps,Robert,NA
2020-08-24,3,a-chimps,Robert,NA
2020-08-24,2,a-chimps,Maja,Kisha
2020-08-24,3,a-chimps,Maja,Kisha
2020-08-24,2,a-chimps,Maja,Ohini
2020-08-24,3,a-chimps,Maja,Ohini
2020-08-24,2,a-chimps,Maja,Frank
2020-08-24,3,a-chimps,Maja,Frank
2020-08-24,2,a-chimps,Kisha,Maja
2020-08-24,3,a-chimps,Kisha,Maja
2020-08-24,2,a-chimps,Kisha,Frank
2020-08-24,3,a-chimps,Kisha,Frank
2020-08-24,2,a-chimps,Shanga,NA
2020-08-24,3,a-chimps,Shanga,NA
2020-08-24,2,a-chimps,Riet,NA
2020-08-24,3,a-chimps,Riet,NA
2020-08-24,2,a-chimps,Dorien,NA
2020-08-24,3,a-chimps,Dorien,NA
2020-08-24,2,a-chimps,Sandra,NA
2020-08-24,3,a-chimps,Sandra,NA
2020-08-24,2,a-chimps,Frodo,NA
2020-08-24,3,a-chimps,Frodo,NA
2020-08-24,2,a-chimps,Fraukje,Carola
2020-08-24,3,a-chimps,Fraukje,Carola
2020-08-24,2,a-chimps,Makeni,Ohini
2020-08-24,3,a-chimps,Makeni,Ohini
2020-08-24,2,a-chimps,Swela,Azibo
2020-08-24,3,a-chimps,Swela,Azibo
2020-08-24,2,a-chimps,Azibo,Swela
2020-08-24,3,a-chimps,Azibo,Swela
2020-08-25,3,a-chimps,Frodo,Robert
2020-08-25,3,a-chimps,Frodo,Fraukje
2020-08-25,3,a-chimps,Frodo,Maja
2020-08-25,3,a-chimps,Frodo,Natascha
2020-08-25,3,a-chimps,Robert,Frodo
2020-08-25,3,a-chimps,Robert,Youma
2020-08-25,3,a-chimps,Sandra,Dorien
2020-08-25,3,a-chimps,Sandra,Azibo
2020-08-25,3,a-chimps,Tai,NA
2020-08-25,3,a-chimps,Frodo,Robert
2020-08-25,3,a-chimps,Frodo,Corrie
2020-08-25,3,a-chimps,Frodo,Maja
2020-08-25,3,a-chimps,Frodo,Natascha
2020-08-25,3,a-chimps,Corrie,Maja
2020-08-25,3,a-chimps,Corrie,Natascha
2020-08-25,3,a-chimps,Dorien,Sandra
2020-08-25,3,a-chimps,Riet,Corrie
2020-08-25,3,a-chimps,Riet,Maja
2020-08-25,3,a-chimps,Riet,Shanga
2020-08-25,3,a-chimps,Azibo,Sandra
2020-08-25,3,a-chimps,Azibo,Swela
2020-08-25,3,a-chimps,Bambari,NA
2020-08-25,3,a-chimps,Fraukje,NA
2020-08-25,3,a-chimps,Kisha,Ohini
2020-08-25,3,a-chimps,Kisha,Frank
2020-08-25,3,a-chimps,Maja,Corrie
2020-08-25,3,a-chimps,Maja,Shanga
2020-08-25,3,a-chimps,Natascha,Corrie
2020-08-25,3,a-chimps,Ohini,Kisha
2020-08-25,3,a-chimps,Ohini,Frank
2020-08-25,3,a-chimps,Swela,Youma
2020-08-25,3,a-chimps,Makeni,NA
2020-08-25,3,a-chimps,Youma,NA
2020-08-25,3,a-chimps,Shanga,Riet
2020-08-25,3,a-chimps,Shanga,Maja
2020-08-25,3,a-chimps,Frank,Kisha
2020-08-25,3,a-chimps,Frank,Ohini
2020-08-25,3,a-chimps,Carola,NA
2020-08-26,3,a-chimps,Frodo,Robert
2020-08-26,3,a-chimps,Robert,Frodo
2020-08-26,3,a-chimps,Sandra,NA
2020-08-26,3,a-chimps,Tai,Kisha
2020-08-26,3,a-chimps,Tai,Swela
2020-08-26,3,a-chimps,Tai,Frank
2020-08-26,3,a-chimps,Corrie,NA
2020-08-26,3,a-chimps,Dorien,Maja
2020-08-26,3,a-chimps,Riet,Shanga
2020-08-26,3,a-chimps,Azibo,Bambari
2020-08-26,3,a-chimps,Bambari,Azibo
2020-08-26,3,a-chimps,Bambari,Swela
2020-08-26,3,a-chimps,Fraukje,Carola
2020-08-26,3,a-chimps,Kisha,Tai
2020-08-26,3,a-chimps,Kisha,Ohini
2020-08-26,3,a-chimps,Kisha,Swela
2020-08-26,3,a-chimps,Kisha,Frank
2020-08-26,3,a-chimps,Maja,Dorien
2020-08-26,3,a-chimps,Natascha,NA
2020-08-26,3,a-chimps,Ohini,Tai
2020-08-26,3,a-chimps,Ohini,Kisha
2020-08-26,3,a-chimps,Ohini,Frank
2020-08-26,3,a-chimps,Swela,Tai
2020-08-26,3,a-chimps,Swela,Bambari
2020-08-26,3,a-chimps,Swela,Kisha
2020-08-26,3,a-chimps,Makeni,NA
2020-08-26,3,a-chimps,Youma,Tai
2020-08-26,3,a-chimps,Youma,Kisha
2020-08-26,3,a-chimps,Youma,Ohini
2020-08-26,3,a-chimps,Youma,Swela
2020-08-26,3,a-chimps,Shanga,Riet
2020-08-26,3,a-chimps,Frank,Tai
2020-08-26,3,a-chimps,Frank,Kisha
2020-08-26,3,a-chimps,Frank,Ohini
2020-08-26,3,a-chimps,Carola,Fraukje
2020-08-27,3,a-chimps,Frodo,Kisha
2020-08-27,3,a-chimps,Frodo,Ohini
2020-08-27,3,a-chimps,Frodo,Shanga
2020-08-27,3,a-chimps,Robert,NA
2020-08-27,3,a-chimps,Sandra,NA
2020-08-27,3,a-chimps,Tai,Frodo
2020-08-27,3,a-chimps,Corrie,NA
2020-08-27,3,a-chimps,Dorien,NA
2020-08-27,3,a-chimps,Riet,Kisha
2020-08-27,3,a-chimps,Azibo,NA
2020-08-27,3,a-chimps,Bambari,NA
2020-08-27,3,a-chimps,Fraukje,Carola
2020-08-27,3,a-chimps,Kisha,Fraukje
2020-08-27,3,a-chimps,Maja,Corrie
2020-08-27,3,a-chimps,Maja,Makeni
2020-08-27,3,a-chimps,Natascha,NA
2020-08-27,3,a-chimps,Ohini,NA
2020-08-27,3,a-chimps,Swela,NA
2020-08-27,3,a-chimps,Makeni,Corrie
2020-08-27,3,a-chimps,Youma,NA
2020-08-27,3,a-chimps,Shanga,NA
2020-08-27,3,a-chimps,Frank,Kisha
2020-08-27,3,a-chimps,Carola,Fraukje
2020-08-28,3,a-chimps,Frodo,Sandra
2020-08-28,3,a-chimps,Frodo,Fraukje
2020-08-28,3,a-chimps,Frodo,Carola
2020-08-28,3,a-chimps,Robert,NA
2020-08-28,3,a-chimps,Sandra,Fraukje
2020-08-28,3,a-chimps,Sandra,Carola
2020-08-28,3,a-chimps,Tai,NA
2020-08-28,3,a-chimps,Corrie,Makeni
2020-08-28,3,a-chimps,Dorien,Frodo
2020-08-28,3,a-chimps,Riet,NA
2020-08-28,3,a-chimps,Azibo,Frodo
2020-08-28,3,a-chimps,Azibo,Dorien
2020-08-28,3,a-chimps,Azibo,Swela
2020-08-28,3,a-chimps,Bambari,NA
2020-08-28,3,a-chimps,Fraukje,Sandra
2020-08-28,3,a-chimps,Fraukje,Carola
2020-08-28,3,a-chimps,Kisha,Ohini
2020-08-28,3,a-chimps,Kisha,Frank
2020-08-28,3,a-chimps,Maja,NA
2020-08-28,3,a-chimps,Natascha,NA
2020-08-28,3,a-chimps,Ohini,Kisha
2020-08-28,3,a-chimps,Ohini,Frank
2020-08-28,3,a-chimps,Swela,Azibo
2020-08-28,3,a-chimps,Makeni,Corrie
2020-08-28,3,a-chimps,Youma,NA
2020-08-28,3,a-chimps,Shanga,NA
2020-08-28,3,a-chimps,Frank,Kisha
2020-08-28,3,a-chimps,Carola,Sandra
2020-08-28,3,a-chimps,Carola,Fraukje
2020-08-31,3,a-chimps,Frodo,NA
2020-08-31,3,a-chimps,Robert,NA
2020-08-31,3,a-chimps,Sandra,Fraukje
2020-08-31,3,a-chimps,Sandra,Carola
2020-08-31,3,a-chimps,Tai,NA
2020-08-31,3,a-chimps,Tai,NA
2020-08-31,3,a-chimps,Tai,NA
2020-08-31,3,a-chimps,Corrie,Makeni
2020-08-31,3,a-chimps,Dorien,NA
2020-08-31,3,a-chimps,Riet,NA
2020-08-31,3,a-chimps,Azibo,Swela
2020-08-31,3,a-chimps,Bambari,NA
2020-08-31,3,a-chimps,Fraukje,Sandra
2020-08-31,3,a-chimps,Fraukje,Azibo
2020-08-31,3,a-chimps,Kisha,Natascha
2020-08-31,3,a-chimps,Kisha,Frank
2020-08-31,3,a-chimps,Maja,Shanga
2020-08-31,3,a-chimps,Natascha,Kisha
2020-08-31,3,a-chimps,Natascha,Frank
2020-08-31,3,a-chimps,Ohini,Makeni
2020-08-31,3,a-chimps,Swela,NA
2020-08-31,3,a-chimps,Makeni,Ohini
2020-08-31,3,a-chimps,Youma,Corrie
2020-08-31,3,a-chimps,Youma,Ohini
2020-08-31,3,a-chimps,Shanga,Maja
2020-08-31,3,a-chimps,Frank,Sandra
2020-08-31,3,a-chimps,Frank,Kisha
2020-08-31,3,a-chimps,Carola,Fraukje
2020-09-01,3,a-chimps,Frodo,NA
2020-09-01,3,a-chimps,Robert,NA
2020-09-01,3,a-chimps,Sandra,NA
2020-09-01,3,a-chimps,Tai,NA
2020-09-01,3,a-chimps,Corrie,Azibo
2020-09-01,3,a-chimps,Dorien,NA
2020-09-01,3,a-chimps,Sandra,Youma
2020-09-01,3,a-chimps,Riet,NA
2020-09-01,3,a-chimps,Azibo,Ohini
2020-09-01,3,a-chimps,Bambari,Maja
2020-09-01,3,a-chimps,Fraukje,Carola
2020-09-01,3,a-chimps,Kisha,NA
2020-09-01,3,a-chimps,Maja,Bambari
2020-09-01,3,a-chimps,Natascha,NA
2020-09-01,3,a-chimps,Ohini,Azibo
2020-09-01,3,a-chimps,Swela,Fraukje
2020-09-01,3,a-chimps,Makeni,NA
2020-09-01,3,a-chimps,Youma,Sandra
2020-09-01,3,a-chimps,Shanga,Riet
2020-09-01,3,a-chimps,Frank,NA
2020-09-01,3,a-chimps,Carola,Fraukje
2020-09-02,3,a-chimps,Frodo,Dorien
2020-09-02,3,a-chimps,Frodo,Fraukje
2020-09-02,3,a-chimps,Frodo,Carola
2020-09-02,3,a-chimps,Robert,NA
2020-09-02,3,a-chimps,Tai,NA
2020-09-02,3,a-chimps,Corrie,NA
2020-09-02,3,a-chimps,Dorien,Frodo
2020-09-02,3,a-chimps,Riet,NA
2020-09-02,3,a-chimps,Azibo,NA
2020-09-02,3,a-chimps,Bambari,NA
2020-09-02,3,a-chimps,Fraukje,Carola
2020-09-02,3,a-chimps,Kisha,Ohini
2020-09-02,3,a-chimps,Kisha,Frank
2020-09-02,3,a-chimps,Maja,Youma
2020-09-02,3,a-chimps,Natascha,NA
2020-09-02,3,a-chimps,Ohini,Kisha
2020-09-02,3,a-chimps,Ohini,Frank
2020-09-02,3,a-chimps,Makeni,Corrie
2020-09-02,3,a-chimps,Makeni,Dorien
2020-09-02,3,a-chimps,Youma,Maja
2020-09-02,3,a-chimps,Shanga,Swela
2020-09-02,3,a-chimps,Swela,Shanga
2020-09-02,3,a-chimps,Frank,Kisha
2020-09-02,3,a-chimps,Carola,Riet
2020-09-02,3,a-chimps,Carola,Fraukje
2020-09-02,3,a-chimps,Sandra,NA
2020-09-03,3,a-chimps,Frodo,NA
2020-09-03,3,a-chimps,Robert,NA
2020-09-03,3,a-chimps,Sandra,NA
2020-09-03,3,a-chimps,Tai,NA
2020-09-03,3,a-chimps,Corrie,NA
2020-09-03,3,a-chimps,Dorien,NA
2020-09-03,3,a-chimps,Riet,NA
2020-09-03,3,a-chimps,Azibo,NA
2020-09-03,3,a-chimps,Bambari,Maja
2020-09-03,3,a-chimps,Fraukje,NA
2020-09-03,3,a-chimps,Kisha,NA
2020-09-03,3,a-chimps,Maja,Bambari
2020-09-03,3,a-chimps,Natascha,NA
2020-09-03,3,a-chimps,Ohini,NA
2020-09-03,3,a-chimps,Swela,NA
2020-09-03,3,a-chimps,Makeni,NA
2020-09-03,3,a-chimps,Youma,NA
2020-09-03,3,a-chimps,Shanga,NA
2020-09-03,3,a-chimps,Frank,NA
2020-09-03,3,a-chimps,Carola,NA
2020-09-04,3,a-chimps,Frodo,NA
2020-09-04,3,a-chimps,Robert,NA
2020-09-04,3,a-chimps,Sandra,NA
2020-09-04,3,a-chimps,Tai,NA
2020-09-04,3,a-chimps,Corrie,NA
2020-09-04,3,a-chimps,Dorien,NA
2020-09-04,3,a-chimps,Riet,NA
2020-09-04,3,a-chimps,Azibo,NA
2020-09-04,3,a-chimps,Bambari,Natascha
2020-09-04,3,a-chimps,Fraukje,NA
2020-09-04,3,a-chimps,Kisha,Natascha
2020-09-04,3,a-chimps,Maja,Robert
2020-09-04,3,a-chimps,Natascha,Kisha
2020-09-04,3,a-chimps,Ohini,NA
2020-09-04,3,a-chimps,Swela,NA
2020-09-04,3,a-chimps,Makeni,NA
2020-09-04,3,a-chimps,Youma,NA
2020-09-04,3,a-chimps,Shanga,NA
2020-09-04,3,a-chimps,Carola,NA
2020-09-04,3,a-chimps,Carola,Fraukje
2020-09-07,3,a-chimps,Frodo,NA
2020-09-07,3,a-chimps,Robert,NA
2020-09-07,3,a-chimps,Sandra,Kisha
2020-09-07,3,a-chimps,Sandra,Maja
2020-09-07,3,a-chimps,Tai,NA
2020-09-07,3,a-chimps,Corrie,NA
2020-09-07,3,a-chimps,Dorien,NA
2020-09-07,3,a-chimps,Riet,NA
2020-09-07,3,a-chimps,Azibo,NA
2020-09-07,3,a-chimps,Bambari,NA
2020-09-07,3,a-chimps,Fraukje,Carola
2020-09-07,3,a-chimps,Kisha,Sandra
2020-09-07,3,a-chimps,Kisha,Frank
2020-09-07,3,a-chimps,Maja,Dorien
2020-09-07,3,a-chimps,Natascha,NA
2020-09-07,3,a-chimps,Ohini,Dorien
2020-09-07,3,a-chimps,Swela,NA
2020-09-07,3,a-chimps,Makeni,NA
2020-09-07,3,a-chimps,Youma,NA
2020-09-07,3,a-chimps,Shanga,NA
2020-09-07,3,a-chimps,Frank,Kisha
2020-09-07,3,a-chimps,Carola,Fraukje
2020-09-08,3,a-chimps,Frodo,Dorien
2020-09-08,3,a-chimps,Robert,NA
2020-09-08,3,a-chimps,Tai,NA
2020-09-08,3,a-chimps,Sandra,NA
2020-09-08,3,a-chimps,Corrie,NA
2020-09-08,3,a-chimps,Dorien,Frodo
2020-09-08,3,a-chimps,Riet,NA
2020-09-08,3,a-chimps,Azibo,NA
2020-09-08,3,a-chimps,Bambari,NA
2020-09-08,3,a-chimps,Fraukje,Carola
2020-09-08,3,a-chimps,Kisha,Frank
2020-09-08,3,a-chimps,Natascha,NA
2020-09-08,3,a-chimps,Ohini,NA
2020-09-08,3,a-chimps,Swela,Frodo
2020-09-08,3,a-chimps,Maja,NA
2020-09-08,3,a-chimps,Makeni,NA
2020-09-08,3,a-chimps,Youma,NA
2020-09-08,3,a-chimps,Shanga,NA
2020-09-08,3,a-chimps,Frank,Kisha
2020-09-08,3,a-chimps,Carola,Fraukje
2020-09-09,3,a-chimps,Frodo,Kisha
2020-09-09,3,a-chimps,Robert,Fraukje
2020-09-09,3,a-chimps,Robert,Carola
2020-09-09,3,a-chimps,Sandra,NA
2020-09-09,3,a-chimps,Tai,NA
2020-09-09,3,a-chimps,Corrie,NA
2020-09-09,3,a-chimps,Dorien,Riet
2020-09-09,3,a-chimps,Riet,Dorien
2020-09-09,3,a-chimps,Riet,Shanga
2020-09-09,3,a-chimps,Azibo,Frodo
2020-09-09,3,a-chimps,Azibo,Swela
2020-09-09,3,a-chimps,Bambari,NA
2020-09-09,3,a-chimps,Fraukje,Shanga
2020-09-09,3,a-chimps,Fraukje,Carola
2020-09-09,3,a-chimps,Kisha,Natascha
2020-09-09,3,a-chimps,Kisha,Youma
2020-09-09,3,a-chimps,Kisha,Frank
2020-09-09,3,a-chimps,Maja,Natascha
2020-09-09,3,a-chimps,Maja,Youma
2020-09-09,3,a-chimps,Natascha,Kisha
2020-09-09,3,a-chimps,Natascha,Maja
2020-09-09,3,a-chimps,Natascha,Youma
2020-09-09,3,a-chimps,Natascha,Frank
2020-09-09,3,a-chimps,Ohini,NA
2020-09-09,3,a-chimps,Swela,Frodo
2020-09-09,3,a-chimps,Swela,Azibo
2020-09-09,3,a-chimps,Makeni,NA
2020-09-09,3,a-chimps,Youma,Kisha
2020-09-09,3,a-chimps,Youma,Maja
2020-09-09,3,a-chimps,Youma,Natascha
2020-09-09,3,a-chimps,Youma,Frank
2020-09-09,3,a-chimps,Shanga,Riet
2020-09-09,3,a-chimps,Shanga,Fraukje
2020-09-09,3,a-chimps,Shanga,Carola
2020-09-09,3,a-chimps,Frank,Kisha
2020-09-09,3,a-chimps,Carola,Fraukje
2020-09-10,3,a-chimps,Frodo,NA
2020-09-10,3,a-chimps,Robert,NA
2020-09-10,3,a-chimps,Sandra,Tai
2020-09-10,3,a-chimps,Tai,Sandra
2020-09-10,3,a-chimps,Corrie,Maja
2020-09-10,3,a-chimps,Corrie,Natascha
2020-09-10,3,a-chimps,Corrie,Swela
2020-09-10,3,a-chimps,Corrie,Makeni
2020-09-10,3,a-chimps,Dorien,NA
2020-09-10,3,a-chimps,Riet,NA
2020-09-10,3,a-chimps,Azibo,Swela
2020-09-10,3,a-chimps,Bambari,NA
2020-09-10,3,a-chimps,Fraukje,Carola
2020-09-10,3,a-chimps,Kisha,NA
2020-09-10,3,a-chimps,Maja,Corrie
2020-09-10,3,a-chimps,Maja,Natascha
2020-09-10,3,a-chimps,Maja,Makeni
2020-09-10,3,a-chimps,Natascha,Corrie
2020-09-10,3,a-chimps,Natascha,Maja
2020-09-10,3,a-chimps,Natascha,Makeni
2020-09-10,3,a-chimps,Ohini,Fraukje
2020-09-10,3,a-chimps,Ohini,Kisha
2020-09-10,3,a-chimps,Ohini,Carola
2020-09-10,3,a-chimps,Swela,NA
2020-09-10,3,a-chimps,Makeni,NA
2020-09-10,3,a-chimps,Youma,NA
2020-09-10,3,a-chimps,Shanga,NA
2020-09-10,3,a-chimps,Frank,NA
2020-09-10,3,a-chimps,Carola,Fraukje
2020-09-11,3,a-chimps,Frodo,Sandra
2020-09-11,3,a-chimps,Frodo,Riet
2020-09-11,3,a-chimps,Robert,NA
2020-09-11,3,a-chimps,Sandra,NA
2020-09-11,3,a-chimps,Tai,NA
2020-09-11,3,a-chimps,Corrie,NA
2020-09-11,3,a-chimps,Dorien,NA
2020-09-11,3,a-chimps,Riet,Frodo
2020-09-11,3,a-chimps,Azibo,NA
2020-09-11,3,a-chimps,Fraukje,Carola
2020-09-11,3,a-chimps,Bambari,Maja
2020-09-11,3,a-chimps,Bambari,Natascha
2020-09-11,3,a-chimps,Kisha,NA
2020-09-11,3,a-chimps,Maja,Bambari
2020-09-11,3,a-chimps,Maja,Natascha
2020-09-11,3,a-chimps,Natascha,Bambari
2020-09-11,3,a-chimps,Natascha,Maja
2020-09-11,3,a-chimps,Ohini,NA
2020-09-11,3,a-chimps,Swela,NA
2020-09-11,3,a-chimps,Youma,NA
2020-09-11,3,a-chimps,Makeni,NA
2020-09-11,3,a-chimps,Shanga,NA
2020-09-11,3,a-chimps,Frank,NA
2020-09-11,3,a-chimps,Carola,Fraukje
2020-09-14,3,a-chimps,Frodo,Robert
2020-09-14,4,a-chimps,Frodo,Robert
2020-09-14,3,a-chimps,Frodo,Fraukje
2020-09-14,4,a-chimps,Frodo,Fraukje
2020-09-14,3,a-chimps,Frodo,Shanga
2020-09-14,4,a-chimps,Frodo,Shanga
2020-09-14,3,a-chimps,Frodo,Carola
2020-09-14,4,a-chimps,Frodo,Carola
2020-09-14,3,a-chimps,Robert,Fraukje
2020-09-14,4,a-chimps,Robert,Fraukje
2020-09-14,3,a-chimps,Robert,Carola
2020-09-14,4,a-chimps,Robert,Carola
2020-09-14,3,a-chimps,Sandra,Dorien
2020-09-14,4,a-chimps,Sandra,Dorien
2020-09-14,3,a-chimps,Sandra,Riet
2020-09-14,4,a-chimps,Sandra,Riet
2020-09-14,3,a-chimps,Tai,NA
2020-09-14,4,a-chimps,Tai,NA
2020-09-14,3,a-chimps,Corrie,Azibo
2020-09-14,4,a-chimps,Corrie,Azibo
2020-09-14,3,a-chimps,Corrie,Swela
2020-09-14,4,a-chimps,Corrie,Swela
2020-09-14,3,a-chimps,Corrie,Makeni
2020-09-14,4,a-chimps,Corrie,Makeni
2020-09-14,3,a-chimps,Dorien,Swela
2020-09-14,4,a-chimps,Dorien,Swela
2020-09-14,3,a-chimps,Riet,Dorien
2020-09-14,4,a-chimps,Riet,Dorien
2020-09-14,3,a-chimps,Riet,Shanga
2020-09-14,4,a-chimps,Riet,Shanga
2020-09-14,3,a-chimps,Dorien,Riet
2020-09-14,4,a-chimps,Dorien,Riet
2020-09-14,3,a-chimps,Dorien,Swela
2020-09-14,4,a-chimps,Dorien,Swela
2020-09-14,3,a-chimps,Azibo,Corrie
2020-09-14,4,a-chimps,Azibo,Corrie
2020-09-14,3,a-chimps,Azibo,Swela
2020-09-14,4,a-chimps,Azibo,Swela
2020-09-14,3,a-chimps,Bambari,NA
2020-09-14,4,a-chimps,Bambari,NA
2020-09-14,3,a-chimps,Fraukje,Frodo
2020-09-14,4,a-chimps,Fraukje,Frodo
2020-09-14,3,a-chimps,Fraukje,Carola
2020-09-14,4,a-chimps,Fraukje,Carola
2020-09-14,3,a-chimps,Fraukje,Frodo
2020-09-14,4,a-chimps,Fraukje,Frodo
2020-09-14,3,a-chimps,Fraukje,Sandra
2020-09-14,4,a-chimps,Fraukje,Sandra
2020-09-14,3,a-chimps,Fraukje,Shanga
2020-09-14,4,a-chimps,Fraukje,Shanga
2020-09-14,3,a-chimps,Fraukje,Carola
2020-09-14,4,a-chimps,Fraukje,Carola
2020-09-14,3,a-chimps,Kisha,NA
2020-09-14,4,a-chimps,Kisha,NA
2020-09-14,3,a-chimps,Maja,NA
2020-09-14,4,a-chimps,Maja,NA
2020-09-14,3,a-chimps,Natascha,NA
2020-09-14,4,a-chimps,Natascha,NA
2020-09-14,3,a-chimps,Ohini,NA
2020-09-14,4,a-chimps,Ohini,NA
2020-09-14,3,a-chimps,Swela,NA
2020-09-14,4,a-chimps,Swela,NA
2020-09-14,3,a-chimps,Makeni,NA
2020-09-14,4,a-chimps,Makeni,NA
2020-09-14,3,a-chimps,Youma,NA
2020-09-14,4,a-chimps,Youma,NA
2020-09-14,3,a-chimps,Shanga,Frodo
2020-09-14,4,a-chimps,Shanga,Frodo
2020-09-14,3,a-chimps,Shanga,Robert
2020-09-14,4,a-chimps,Shanga,Robert
2020-09-14,3,a-chimps,Shanga,Sandra
2020-09-14,4,a-chimps,Shanga,Sandra
2020-09-14,3,a-chimps,Shanga,Riet
2020-09-14,4,a-chimps,Shanga,Riet
2020-09-14,3,a-chimps,Shanga,Fraukje
2020-09-14,4,a-chimps,Shanga,Fraukje
2020-09-14,3,a-chimps,Shanga,Carola
2020-09-14,4,a-chimps,Shanga,Carola
2020-09-14,3,a-chimps,Frank,NA
2020-09-14,4,a-chimps,Frank,NA
2020-09-14,3,a-chimps,Carola,NA
2020-09-14,4,a-chimps,Carola,NA
2020-09-15,4,a-chimps,Frodo,Sandra
2020-09-15,4,a-chimps,Frodo,Fraukje
2020-09-15,4,a-chimps,Frodo,Carola
2020-09-15,4,a-chimps,Robert,Azibo
2020-09-15,4,a-chimps,Robert,Makeni
2020-09-15,4,a-chimps,Sandra,Corrie
2020-09-15,4,a-chimps,Sandra,Fraukje
2020-09-15,4,a-chimps,Sandra,Carola
2020-09-15,4,a-chimps,Tai,NA
2020-09-15,4,a-chimps,Corrie,Sandra
2020-09-15,4,a-chimps,Corrie,Riet
2020-09-15,4,a-chimps,Corrie,Fraukje
2020-09-15,4,a-chimps,Corrie,Carola
2020-09-15,4,a-chimps,Dorien,NA
2020-09-15,4,a-chimps,Riet,Corrie
2020-09-15,4,a-chimps,Riet,Natascha
2020-09-15,4,a-chimps,Riet,Makeni
2020-09-15,4,a-chimps,Azibo,Robert
2020-09-15,4,a-chimps,Azibo,Youma
2020-09-15,4,a-chimps,Bambari,NA
2020-09-15,4,a-chimps,Fraukje,Sandra
2020-09-15,4,a-chimps,Fraukje,Carola
2020-09-15,4,a-chimps,Kisha,Ohini
2020-09-15,4,a-chimps,Kisha,Frank
2020-09-15,4,a-chimps,Maja,NA
2020-09-15,4,a-chimps,Natascha,Riet
2020-09-15,4,a-chimps,Ohini,Kisha
2020-09-15,4,a-chimps,Ohini,Frank
2020-09-15,4,a-chimps,Swela,NA
2020-09-15,4,a-chimps,Makeni,Corrie
2020-09-15,4,a-chimps,Makeni,Fraukje
2020-09-15,4,a-chimps,Makeni,Carola
2020-09-15,4,a-chimps,Youma,NA
2020-09-15,4,a-chimps,Shanga,Riet
2020-09-15,4,a-chimps,Shanga,Fraukje
2020-09-15,4,a-chimps,Shanga,Carola
2020-09-15,4,a-chimps,Frank,Kisha
2020-09-15,4,a-chimps,Frank,Ohini
2020-09-15,4,a-chimps,Carola,Fraukje
2020-09-15,4,a-chimps,Carola,Shanga
2020-09-16,4,a-chimps,Frodo,NA
2020-09-16,4,a-chimps,Robert,NA
2020-09-16,4,a-chimps,Sandra,Maja
2020-09-16,4,a-chimps,Tai,NA
2020-09-16,4,a-chimps,Corrie,NA
2020-09-16,4,a-chimps,Dorien,Riet
2020-09-16,4,a-chimps,Riet,Dorien
2020-09-16,4,a-chimps,Azibo,NA
2020-09-16,4,a-chimps,Bambari,NA
2020-09-16,4,a-chimps,Fraukje,Carola
2020-09-16,4,a-chimps,Kisha,NA
2020-09-16,4,a-chimps,Maja,Sandra
2020-09-16,4,a-chimps,Natascha,NA
2020-09-16,4,a-chimps,Ohini,NA
2020-09-16,4,a-chimps,Swela,Robert
2020-09-16,4,a-chimps,Swela,Fraukje
2020-09-16,4,a-chimps,Swela,Carola
2020-09-16,4,a-chimps,Makeni,NA
2020-09-16,4,a-chimps,Youma,NA
2020-09-16,4,a-chimps,Shanga,NA
2020-09-16,4,a-chimps,Frank,NA
2020-09-16,4,a-chimps,Carola,Fraukje
2020-09-17,4,a-chimps,Frodo,Corrie
2020-09-17,4,a-chimps,Frodo,Makeni
2020-09-17,4,a-chimps,Robert,NA
2020-09-17,4,a-chimps,Sandra,Dorien
2020-09-17,4,a-chimps,Sandra,Riet
2020-09-17,4,a-chimps,Sandra,Youma
2020-09-17,4,a-chimps,Tai,NA
2020-09-17,4,a-chimps,Corrie,NA
2020-09-17,4,a-chimps,Dorien,Sandra
2020-09-17,4,a-chimps,Dorien,Riet
2020-09-17,4,a-chimps,Riet,Sandra
2020-09-17,4,a-chimps,Riet,Dorien
2020-09-17,4,a-chimps,Azibo,NA
2020-09-17,4,a-chimps,Bambari,Kisha
2020-09-17,4,a-chimps,Bambari,Frank
2020-09-17,4,a-chimps,Fraukje,NA
2020-09-17,4,a-chimps,Kisha,Bambari
2020-09-17,4,a-chimps,Kisha,Frank
2020-09-17,4,a-chimps,Maja,Corrie
2020-09-17,4,a-chimps,Maja,Makeni
2020-09-17,4,a-chimps,Natascha,NA
2020-09-17,4,a-chimps,Ohini,NA
2020-09-17,4,a-chimps,Swela,NA
2020-09-17,4,a-chimps,Makeni,Maja
