date,time_point,species,focal,associates
2020-10-21,6,a-chimps,Makeni,Corrie
2020-10-21,6,a-chimps,Youma,Natascha
2020-10-21,6,a-chimps,Shanga,Azibo
2020-10-21,6,a-chimps,Frank,Maja
2020-10-21,6,a-chimps,Frank,Ohini
2020-10-21,6,a-chimps,Carola,Fraukje
2020-10-22,6,a-chimps,Frodo,NA
2020-10-22,6,a-chimps,Robert,Natascha
2020-10-22,6,a-chimps,Sandra,Riet
2020-10-22,6,a-chimps,Corrie,NA
2020-10-22,6,a-chimps,Dorien,NA
2020-10-22,6,a-chimps,Riet,Sandra
2020-10-22,6,a-chimps,Azibo,Swela
2020-10-22,6,a-chimps,Youma,Natascha
2020-10-22,6,a-chimps,Swela,NA
2020-10-22,6,a-chimps,Maja,Natascha
2020-10-22,6,a-chimps,Maja,Youma
2020-10-22,6,a-chimps,Tai,NA
2020-10-22,6,a-chimps,Natascha,Maja
2020-10-22,6,a-chimps,Natascha,Youma
2020-10-22,6,a-chimps,Frank,Kisha
2020-10-22,6,a-chimps,Frank,Ohini
2020-10-22,6,a-chimps,Ohini,Kisha
2020-10-22,6,a-chimps,Ohini,Frank
2020-10-22,6,a-chimps,Kisha,Ohini
2020-10-22,6,a-chimps,Kisha,Frank
2020-10-22,6,a-chimps,Shanga,NA
2020-10-22,6,a-chimps,Bambari,NA
2020-10-22,6,a-chimps,Fraukje,NA
2020-10-22,6,a-chimps,Makeni,NA
2020-10-22,6,a-chimps,Carola,NA
2020-10-23,6,a-chimps,Robert,NA
2020-10-23,6,a-chimps,Frodo,NA
2020-10-23,6,a-chimps,Bambari,NA
2020-10-23,6,a-chimps,Natascha,NA
2020-10-23,6,a-chimps,Swela,Kisha
2020-10-23,6,a-chimps,Swela,Frank
2020-10-23,6,a-chimps,Dorien,NA
2020-10-23,6,a-chimps,Riet,NA
2020-10-23,6,a-chimps,Shanga,NA
2020-10-23,6,a-chimps,Corrie,NA
2020-10-23,6,a-chimps,Azibo,Fraukje
2020-10-23,6,a-chimps,Azibo,Youma
2020-10-23,6,a-chimps,Azibo,Carola
2020-10-23,6,a-chimps,Youma,Azibo
2020-10-23,6,a-chimps,Makeni,Ohini
2020-10-23,6,a-chimps,Ohini,Makeni
2020-10-23,6,a-chimps,Tai,Sandra
2020-10-23,6,a-chimps,Tai,Youma
2020-10-23,6,a-chimps,Maja,NA
2020-10-23,6,a-chimps,Sandra,Tai
2020-10-23,6,a-chimps,Sandra,Youma
2020-10-23,6,a-chimps,Fraukje,Azibo
2020-10-23,6,a-chimps,Fraukje,Shanga
2020-10-23,6,a-chimps,Fraukje,Carola
2020-10-23,6,a-chimps,Kisha,Ohini
2020-10-23,6,a-chimps,Kisha,Swela
2020-10-23,6,a-chimps,Kisha,Frank
2020-10-23,6,a-chimps,Frank,Kisha
2020-10-23,6,a-chimps,Frank,Ohini
2020-10-23,6,a-chimps,Frank,Swela
2020-10-23,6,a-chimps,Carola,Bambari
2020-10-23,6,a-chimps,Carola,Fraukje
2020-10-26,6,a-chimps,Frodo,NA
2020-10-26,7,a-chimps,Frodo,NA
2020-10-26,6,a-chimps,Robert,NA
2020-10-26,7,a-chimps,Robert,NA
2020-10-26,6,a-chimps,Corrie,Makeni
2020-10-26,7,a-chimps,Corrie,Makeni
2020-10-26,6,a-chimps,Dorien,NA
2020-10-26,7,a-chimps,Dorien,NA
2020-10-26,6,a-chimps,Riet,NA
2020-10-26,7,a-chimps,Riet,NA
2020-10-26,6,a-chimps,Azibo,NA
2020-10-26,7,a-chimps,Azibo,NA
2020-10-26,6,a-chimps,Bambari,Maja
2020-10-26,7,a-chimps,Bambari,Maja
2020-10-26,6,a-chimps,Fraukje,Carola
2020-10-26,7,a-chimps,Fraukje,Carola
2020-10-26,6,a-chimps,Tai,NA
2020-10-26,7,a-chimps,Tai,NA
2020-10-26,6,a-chimps,Sandra,Youma
2020-10-26,7,a-chimps,Sandra,Youma
2020-10-26,6,a-chimps,Sandra,Shanga
2020-10-26,7,a-chimps,Sandra,Shanga
2020-10-26,6,a-chimps,Kisha,Frank
2020-10-26,7,a-chimps,Kisha,Frank
2020-10-26,6,a-chimps,Maja,Bambari
2020-10-26,7,a-chimps,Maja,Bambari
2020-10-26,6,a-chimps,Natascha,NA
2020-10-26,7,a-chimps,Natascha,NA
2020-10-26,6,a-chimps,Ohini,NA
2020-10-26,7,a-chimps,Ohini,NA
2020-10-26,6,a-chimps,Swela,NA
2020-10-26,7,a-chimps,Swela,NA
2020-10-26,6,a-chimps,Makeni,Corrie
2020-10-26,7,a-chimps,Makeni,Corrie
2020-10-26,6,a-chimps,Youma,Sandra
2020-10-26,7,a-chimps,Youma,Sandra
2020-10-26,6,a-chimps,Shanga,NA
2020-10-26,7,a-chimps,Shanga,NA
2020-10-26,6,a-chimps,Frank,Kisha
2020-10-26,7,a-chimps,Frank,Kisha
2020-10-26,6,a-chimps,Carola,Fraukje
2020-10-26,7,a-chimps,Carola,Fraukje
2020-10-27,7,a-chimps,Frodo,NA
2020-10-27,7,a-chimps,Robert,NA
2020-10-27,7,a-chimps,Sandra,NA
2020-10-27,7,a-chimps,Tai,Fraukje
2020-10-27,7,a-chimps,Tai,Carola
2020-10-27,7,a-chimps,Fraukje,Tai
2020-10-27,7,a-chimps,Fraukje,Carola
2020-10-27,7,a-chimps,Carola,Tai
2020-10-27,7,a-chimps,Carola,Fraukje
2020-10-27,7,a-chimps,Corrie,Dorien
2020-10-27,7,a-chimps,Corrie,Bambari
2020-10-27,7,a-chimps,Dorien,Corrie
2020-10-27,7,a-chimps,Dorien,Bambari
2020-10-27,7,a-chimps,Riet,NA
2020-10-27,7,a-chimps,Azibo,Makeni
2020-10-27,7,a-chimps,Azibo,Youma
2020-10-27,7,a-chimps,Bambari,Corrie
2020-10-27,7,a-chimps,Bambari,Dorien
2020-10-27,7,a-chimps,Kisha,NA
2020-10-27,7,a-chimps,Maja,NA
2020-10-27,7,a-chimps,Natascha,NA
2020-10-27,7,a-chimps,Ohini,Azibo
2020-10-27,7,a-chimps,Ohini,Makeni
2020-10-27,7,a-chimps,Ohini,Youma
2020-10-27,7,a-chimps,Ohini,Frank
2020-10-27,7,a-chimps,Swela,NA
2020-10-27,7,a-chimps,Makeni,Azibo
2020-10-27,7,a-chimps,Makeni,Youma
2020-10-27,7,a-chimps,Makeni,Frank
2020-10-27,7,a-chimps,Youma,Azibo
2020-10-27,7,a-chimps,Youma,Makeni
2020-10-27,7,a-chimps,Youma,Frank
2020-10-27,7,a-chimps,Shanga,NA
2020-10-27,7,a-chimps,Frank,Azibo
2020-10-27,7,a-chimps,Frank,Makeni
2020-10-27,7,a-chimps,Frank,Youma
2020-10-28,7,a-chimps,Frodo,NA
2020-10-28,7,a-chimps,Robert,NA
2020-10-28,7,a-chimps,Sandra,NA
2020-10-28,7,a-chimps,Tai,NA
2020-10-28,7,a-chimps,Corrie,Makeni
2020-10-28,7,a-chimps,Dorien,Shanga
2020-10-28,7,a-chimps,Riet,NA
2020-10-28,7,a-chimps,Azibo,NA
2020-10-28,7,a-chimps,Bambari,Maja
2020-10-28,7,a-chimps,Fraukje,Corrie
2020-10-28,7,a-chimps,Fraukje,Makeni
2020-10-28,7,a-chimps,Kisha,Ohini
2020-10-28,7,a-chimps,Kisha,Frank
2020-10-28,7,a-chimps,Maja,Bambari
2020-10-28,7,a-chimps,Natascha,Corrie
2020-10-28,7,a-chimps,Natascha,Makeni
2020-10-28,7,a-chimps,Natascha,Youma
2020-10-28,7,a-chimps,Ohini,Frank
2020-10-28,7,a-chimps,Swela,NA
2020-10-28,7,a-chimps,Makeni,Corrie
2020-10-28,7,a-chimps,Makeni,Natascha
2020-10-28,7,a-chimps,Makeni,Youma
2020-10-28,7,a-chimps,Youma,Corrie
2020-10-28,7,a-chimps,Youma,Natascha
2020-10-28,7,a-chimps,Youma,Makeni
2020-10-28,7,a-chimps,Shanga,Sandra
2020-10-28,7,a-chimps,Frank,Ohini
2020-10-28,7,a-chimps,Carola,Fraukje
2020-10-29,7,a-chimps,Frodo,NA
2020-10-29,7,a-chimps,Tai,NA
2020-10-29,7,a-chimps,Sandra,NA
2020-10-29,7,a-chimps,Dorien,NA
2020-10-29,7,a-chimps,Riet,NA
2020-10-29,7,a-chimps,Robert,Corrie
2020-10-29,7,a-chimps,Corrie,Robert
2020-10-29,7,a-chimps,Azibo,Youma
2020-10-29,7,a-chimps,Youma,Azibo
2020-10-29,7,a-chimps,Bambari,Maja
2020-10-29,7,a-chimps,Maja,Bambari
2020-10-29,7,a-chimps,Fraukje,Carola
2020-10-29,7,a-chimps,Carola,Fraukje
2020-10-29,7,a-chimps,Kisha,Sandra
2020-10-29,7,a-chimps,Kisha,Corrie
2020-10-29,7,a-chimps,Kisha,Frank
2020-10-29,7,a-chimps,Natascha,NA
2020-10-29,7,a-chimps,Ohini,Fraukje
2020-10-29,7,a-chimps,Ohini,Carola
2020-10-29,7,a-chimps,Swela,NA
2020-10-29,7,a-chimps,Makeni,Shanga
2020-10-29,7,a-chimps,Shanga,Makeni
2020-10-29,7,a-chimps,Frank,Azibo
2020-10-29,7,a-chimps,Frank,Fraukje
2020-10-29,7,a-chimps,Frank,Carola
2020-10-30,7,a-chimps,Frodo,NA
2020-10-30,7,a-chimps,Robert,NA
2020-10-30,7,a-chimps,Sandra,NA
2020-10-30,7,a-chimps,Tai,NA
2020-10-30,7,a-chimps,Corrie,Youma
2020-10-30,7,a-chimps,Dorien,NA
2020-10-30,7,a-chimps,Riet,Shanga
2020-10-30,7,a-chimps,Azibo,Frodo
2020-10-30,7,a-chimps,Bambari,NA
2020-10-30,7,a-chimps,Fraukje,NA
2020-10-30,7,a-chimps,Kisha,Ohini
2020-10-30,7,a-chimps,Kisha,Frank
2020-10-30,7,a-chimps,Maja,NA
2020-10-30,7,a-chimps,Natascha,Youma
2020-10-30,7,a-chimps,Ohini,Kisha
2020-10-30,7,a-chimps,Ohini,Frank
2020-10-30,7,a-chimps,Swela,NA
2020-10-30,7,a-chimps,Makeni,Corrie
2020-10-30,7,a-chimps,Youma,Natascha
2020-10-30,7,a-chimps,Shanga,Riet
2020-10-30,7,a-chimps,Frank,Kisha
2020-10-30,7,a-chimps,Carola,Fraukje
2020-11-02,7,a-chimps,Frodo,Fraukje
2020-11-02,7,a-chimps,Frodo,Carola
2020-11-02,7,a-chimps,Robert,Dorien
2020-11-02,7,a-chimps,Sandra,NA
2020-11-02,7,a-chimps,Tai,NA
2020-11-02,7,a-chimps,Corrie,NA
2020-11-02,7,a-chimps,Dorien,NA
2020-11-02,7,a-chimps,Riet,NA
2020-11-02,7,a-chimps,Azibo,Natascha
2020-11-02,7,a-chimps,Azibo,Swela
2020-11-02,7,a-chimps,Bambari,NA
2020-11-02,7,a-chimps,Fraukje,Kisha
2020-11-02,7,a-chimps,Fraukje,Makeni
2020-11-02,7,a-chimps,Fraukje,Carola
2020-11-02,7,a-chimps,Kisha,Fraukje
2020-11-02,7,a-chimps,Kisha,Maja
2020-11-02,7,a-chimps,Kisha,Makeni
2020-11-02,7,a-chimps,Kisha,Frank
2020-11-02,7,a-chimps,Maja,Kisha
2020-11-02,7,a-chimps,Maja,Makeni
2020-11-02,7,a-chimps,Maja,Frank
2020-11-02,7,a-chimps,Natascha,Azibo
2020-11-02,7,a-chimps,Natascha,Swela
2020-11-02,7,a-chimps,Ohini,NA
2020-11-02,7,a-chimps,Swela,Azibo
2020-11-02,7,a-chimps,Swela,Natascha
2020-11-02,7,a-chimps,Makeni,NA
2020-11-02,7,a-chimps,Youma,NA
2020-11-02,7,a-chimps,Shanga,Corrie
2020-11-02,7,a-chimps,Frank,Kisha
2020-11-02,7,a-chimps,Frank,Maja
2020-11-02,7,a-chimps,Carola,Fraukje
2020-11-02,7,a-chimps,Carola,Kisha
2020-11-02,7,a-chimps,Carola,Ohini
2020-11-03,7,a-chimps,Frodo,NA
2020-11-03,7,a-chimps,Robert,NA
2020-11-03,7,a-chimps,Sandra,NA
2020-11-03,7,a-chimps,Tai,NA
2020-11-03,7,a-chimps,Corrie,Makeni
2020-11-03,7,a-chimps,Dorien,Azibo
2020-11-03,7,a-chimps,Azibo,Dorien
2020-11-03,7,a-chimps,Riet,NA
2020-11-03,7,a-chimps,Bambari,NA
2020-11-03,7,a-chimps,Fraukje,Swela
2020-11-03,7,a-chimps,Fraukje,Carola
2020-11-03,7,a-chimps,Kisha,Maja
2020-11-03,7,a-chimps,Kisha,Ohini
2020-11-03,7,a-chimps,Kisha,Frank
2020-11-03,7,a-chimps,Maja,Kisha
2020-11-03,7,a-chimps,Maja,Ohini
2020-11-03,7,a-chimps,Maja,Shanga
2020-11-03,7,a-chimps,Maja,Frank
2020-11-03,7,a-chimps,Natascha,NA
2020-11-03,7,a-chimps,Ohini,Kisha
2020-11-03,7,a-chimps,Ohini,Maja
2020-11-03,7,a-chimps,Ohini,Frank
2020-11-03,7,a-chimps,Swela,Fraukje
2020-11-03,7,a-chimps,Swela,Carola
2020-11-03,7,a-chimps,Makeni,NA
2020-11-03,7,a-chimps,Youma,NA
2020-11-03,7,a-chimps,Shanga,Maja
2020-11-03,7,a-chimps,Frank,Kisha
2020-11-03,7,a-chimps,Frank,Maja
2020-11-03,7,a-chimps,Frank,Ohini
2020-11-03,7,a-chimps,Carola,Fraukje
2020-11-03,7,a-chimps,Carola,Swela
2020-11-04,7,a-chimps,Frodo,NA
2020-11-04,7,a-chimps,Robert,NA
2020-11-04,7,a-chimps,Sandra,Youma
2020-11-04,7,a-chimps,Tai,NA
2020-11-04,7,a-chimps,Corrie,Makeni
2020-11-04,7,a-chimps,Dorien,NA
2020-11-04,7,a-chimps,Riet,Shanga
2020-11-04,7,a-chimps,Azibo,NA
2020-11-04,7,a-chimps,Bambari,NA
2020-11-04,7,a-chimps,Fraukje,Maja
2020-11-04,7,a-chimps,Fraukje,Carola
2020-11-04,7,a-chimps,Kisha,NA
2020-11-04,7,a-chimps,Maja,Fraukje
2020-11-04,7,a-chimps,Maja,Carola
2020-11-04,7,a-chimps,Natascha,NA
2020-11-04,7,a-chimps,Ohini,Frank
2020-11-04,7,a-chimps,Swela,NA
2020-11-04,7,a-chimps,Makeni,NA
2020-11-04,7,a-chimps,Youma,Maja
2020-11-04,7,a-chimps,Shanga,NA
2020-11-04,7,a-chimps,Frank,NA
2020-11-04,7,a-chimps,Carola,Sandra
2020-11-04,7,a-chimps,Carola,Fraukje
2020-11-04,7,a-chimps,Carola,Maja
2020-11-04,7,a-chimps,Carola,Youma
2020-11-05,7,a-chimps,Frodo,NA
2020-11-05,7,a-chimps,Robert,NA
2020-11-05,7,a-chimps,Sandra,Bambari
2020-11-05,7,a-chimps,Sandra,Youma
2020-11-05,7,a-chimps,Tai,NA
2020-11-05,7,a-chimps,Corrie,NA
2020-11-05,7,a-chimps,Dorien,NA
2020-11-05,7,a-chimps,Riet,NA
2020-11-05,7,a-chimps,Azibo,Shanga
2020-11-05,7,a-chimps,Bambari,Sandra
2020-11-05,7,a-chimps,Bambari,Youma
2020-11-05,7,a-chimps,Fraukje,Carola
2020-11-05,7,a-chimps,Kisha,NA
2020-11-05,7,a-chimps,Maja,NA
2020-11-05,7,a-chimps,Natascha,NA
2020-11-05,7,a-chimps,Ohini,Frank
2020-11-05,7,a-chimps,Swela,NA
2020-11-05,7,a-chimps,Makeni,NA
2020-11-05,7,a-chimps,Youma,Sandra
2020-11-05,7,a-chimps,Youma,Bambari
2020-11-05,7,a-chimps,Shanga,Tai
2020-11-05,7,a-chimps,Shanga,Azibo
2020-11-05,7,a-chimps,Frank,Ohini
2020-11-05,7,a-chimps,Carola,Fraukje
2020-11-06,7,a-chimps,Frodo,Ohini
2020-11-06,7,a-chimps,Frodo,Youma
2020-11-06,7,a-chimps,Frodo,Frank
2020-11-06,7,a-chimps,Robert,NA
2020-11-06,7,a-chimps,Sandra,NA
2020-11-06,7,a-chimps,Tai,NA
2020-11-06,7,a-chimps,Dorien,NA
2020-11-06,7,a-chimps,Riet,Shanga
2020-11-06,7,a-chimps,Corrie,Azibo
2020-11-06,7,a-chimps,Azibo,Corrie
2020-11-06,7,a-chimps,Bambari,Fraukje
2020-11-06,7,a-chimps,Bambari,Makeni
2020-11-06,7,a-chimps,Bambari,Carola
2020-11-06,7,a-chimps,Fraukje,Bambari
2020-11-06,7,a-chimps,Fraukje,Makeni
2020-11-06,7,a-chimps,Fraukje,Carola
2020-11-06,7,a-chimps,Kisha,Swela
2020-11-06,7,a-chimps,Kisha,Youma
2020-11-06,7,a-chimps,Maja,NA
2020-11-06,7,a-chimps,Natascha,NA
2020-11-06,7,a-chimps,Ohini,Frodo
2020-11-06,7,a-chimps,Ohini,Frank
2020-11-06,7,a-chimps,Swela,Kisha
2020-11-06,7,a-chimps,Swela,Frank
2020-11-06,7,a-chimps,Makeni,Fraukje
2020-11-06,7,a-chimps,Makeni,Carola
2020-11-06,7,a-chimps,Youma,Frodo
2020-11-06,7,a-chimps,Shanga,Riet
2020-11-06,7,a-chimps,Frank,Kisha
2020-11-06,7,a-chimps,Frank,Swela
2020-11-06,7,a-chimps,Carola,Fraukje
2020-11-06,7,a-chimps,Carola,Makeni
2020-11-09,7,a-chimps,Frodo,NA
2020-11-09,7,a-chimps,Robert,Sandra
2020-11-09,7,a-chimps,Sandra,Robert
2020-11-09,7,a-chimps,Tai,NA
2020-11-09,7,a-chimps,Corrie,Azibo
2020-11-09,7,a-chimps,Corrie,Makeni
2020-11-09,7,a-chimps,Dorien,NA
2020-11-09,7,a-chimps,Riet,Sandra
2020-11-09,7,a-chimps,Azibo,Corrie
2020-11-09,7,a-chimps,Azibo,Makeni
2020-11-09,7,a-chimps,Bambari,NA
2020-11-09,7,a-chimps,Fraukje,Carola
2020-11-09,7,a-chimps,Kisha,NA
2020-11-09,7,a-chimps,Maja,NA
2020-11-09,7,a-chimps,Natascha,NA
2020-11-09,7,a-chimps,Ohini,NA
2020-11-09,7,a-chimps,Swela,Riet
2020-11-09,7,a-chimps,Makeni,Frodo
2020-11-09,7,a-chimps,Youma,NA
2020-11-09,7,a-chimps,Shanga,Riet
2020-11-09,7,a-chimps,Frank,Kisha
2020-11-09,7,a-chimps,Carola,Fraukje
2020-11-10,7,a-chimps,Frodo,NA
2020-11-10,8,a-chimps,Frodo,NA
2020-11-10,7,a-chimps,Robert,NA
2020-11-10,8,a-chimps,Robert,NA
2020-11-10,7,a-chimps,Sandra,Shanga
2020-11-10,8,a-chimps,Sandra,Shanga
2020-11-10,7,a-chimps,Tai,NA
2020-11-10,8,a-chimps,Tai,NA
2020-11-10,7,a-chimps,Corrie,Natascha
2020-11-10,8,a-chimps,Corrie,Natascha
2020-11-10,7,a-chimps,Corrie,Makeni
2020-11-10,8,a-chimps,Corrie,Makeni
2020-11-10,7,a-chimps,Corrie,Youma
2020-11-10,8,a-chimps,Corrie,Youma
2020-11-10,7,a-chimps,Dorien,NA
2020-11-10,8,a-chimps,Dorien,NA
2020-11-10,7,a-chimps,Riet,NA
2020-11-10,8,a-chimps,Riet,NA
2020-11-10,7,a-chimps,Azibo,NA
2020-11-10,8,a-chimps,Azibo,NA
2020-11-10,7,a-chimps,Bambari,Maja
2020-11-10,8,a-chimps,Bambari,Maja
2020-11-10,7,a-chimps,Fraukje,Carola
2020-11-10,8,a-chimps,Fraukje,Carola
2020-11-10,7,a-chimps,Kisha,Ohini
2020-11-10,8,a-chimps,Kisha,Ohini
2020-11-10,7,a-chimps,Kisha,Frank
2020-11-10,8,a-chimps,Kisha,Frank
2020-11-10,7,a-chimps,Maja,Bambari
2020-11-10,8,a-chimps,Maja,Bambari
2020-11-10,7,a-chimps,Natascha,Youma
2020-11-10,8,a-chimps,Natascha,Youma
2020-11-10,7,a-chimps,Ohini,Kisha
2020-11-10,8,a-chimps,Ohini,Kisha
2020-11-10,7,a-chimps,Ohini,Frank
2020-11-10,8,a-chimps,Ohini,Frank
2020-11-10,7,a-chimps,Swela,NA
2020-11-10,8,a-chimps,Swela,NA
2020-11-10,7,a-chimps,Makeni,Corrie
2020-11-10,8,a-chimps,Makeni,Corrie
2020-11-10,7,a-chimps,Makeni,Natascha
2020-11-10,8,a-chimps,Makeni,Natascha
2020-11-10,7,a-chimps,Makeni,Youma
2020-11-10,8,a-chimps,Makeni,Youma
2020-11-10,7,a-chimps,Youma,Corrie
2020-11-10,8,a-chimps,Youma,Corrie
2020-11-10,7,a-chimps,Youma,Natascha
2020-11-10,8,a-chimps,Youma,Natascha
2020-11-10,7,a-chimps,Youma,Makeni
2020-11-10,8,a-chimps,Youma,Makeni
2020-11-10,7,a-chimps,Shanga,Sandra
2020-11-10,8,a-chimps,Shanga,Sandra
2020-11-10,7,a-chimps,Frank,Kisha
2020-11-10,8,a-chimps,Frank,Kisha
2020-11-10,7,a-chimps,Carola,Fraukje
2020-11-10,8,a-chimps,Carola,Fraukje
2020-11-11,8,a-chimps,Frodo,NA
2020-11-11,8,a-chimps,Robert,NA
2020-11-11,8,a-chimps,Sandra,Maja
2020-11-11,8,a-chimps,Tai,Shanga
2020-11-11,8,a-chimps,Corrie,Swela
2020-11-11,8,a-chimps,Corrie,Makeni
2020-11-11,8,a-chimps,Dorien,NA
2020-11-11,8,a-chimps,Riet,NA
2020-11-11,8,a-chimps,Azibo,Kisha
2020-11-11,8,a-chimps,Azibo,Frank
2020-11-11,8,a-chimps,Fraukje,Carola
2020-11-11,8,a-chimps,Kisha,Ohini
2020-11-11,8,a-chimps,Kisha,Frank
2020-11-11,8,a-chimps,Bambari,Maja
2020-11-11,8,a-chimps,Maja,Bambari
2020-11-11,8,a-chimps,Natascha,NA
2020-11-11,8,a-chimps,Ohini,Kisha
2020-11-11,8,a-chimps,Ohini,Frank
2020-11-11,8,a-chimps,Swela,Corrie
2020-11-11,8,a-chimps,Swela,Makeni
2020-11-11,8,a-chimps,Makeni,Corrie
2020-11-11,8,a-chimps,Makeni,Swela
2020-11-11,8,a-chimps,Youma,NA
2020-11-11,8,a-chimps,Shanga,Tai
2020-11-11,8,a-chimps,Frank,Kisha
2020-11-11,8,a-chimps,Frank,Ohini
2020-11-11,8,a-chimps,Carola,Fraukje
2020-11-12,8,a-chimps,Frodo,NA
2020-11-12,8,a-chimps,Robert,NA
2020-11-12,8,a-chimps,Sandra,NA
2020-11-12,8,a-chimps,Tai,NA
2020-11-12,8,a-chimps,Corrie,Natascha
2020-11-12,8,a-chimps,Dorien,NA
2020-11-12,8,a-chimps,Riet,NA
2020-11-12,8,a-chimps,Azibo,NA
2020-11-12,8,a-chimps,Bambari,NA
2020-11-12,8,a-chimps,Fraukje,Shanga
2020-11-12,8,a-chimps,Fraukje,Carola
2020-11-12,8,a-chimps,Kisha,Swela
2020-11-12,8,a-chimps,Kisha,Youma
2020-11-12,8,a-chimps,Kisha,Frank
2020-11-12,8,a-chimps,Maja,NA
2020-11-12,8,a-chimps,Natascha,Corrie
2020-11-12,8,a-chimps,Ohini,NA
2020-11-12,8,a-chimps,Swela,Kisha
2020-11-12,8,a-chimps,Makeni,NA
2020-11-12,8,a-chimps,Youma,Ohini
2020-11-12,8,a-chimps,Shanga,Fraukje
2020-11-12,8,a-chimps,Shanga,Carola
2020-11-12,8,a-chimps,Frank,Frodo
2020-11-12,8,a-chimps,Carola,Fraukje
2020-11-12,8,a-chimps,Carola,Shanga
2020-11-13,8,a-chimps,Frodo,NA
2020-11-13,8,a-chimps,Robert,NA
2020-11-13,8,a-chimps,Tai,Shanga
2020-11-13,8,a-chimps,Dorien,NA
2020-11-13,8,a-chimps,Riet,NA
2020-11-13,8,a-chimps,Azibo,Swela
2020-11-13,8,a-chimps,Sandra,Corrie
2020-11-13,8,a-chimps,Corrie,Sandra
2020-11-13,8,a-chimps,Bambari,Kisha
2020-11-13,8,a-chimps,Bambari,Ohini
2020-11-13,8,a-chimps,Bambari,Frank
2020-11-13,8,a-chimps,Fraukje,Maja
2020-11-13,8,a-chimps,Fraukje,Carola
2020-11-13,8,a-chimps,Kisha,Bambari
2020-11-13,8,a-chimps,Kisha,Ohini
2020-11-13,8,a-chimps,Kisha,Frank
2020-11-13,8,a-chimps,Maja,Fraukje
2020-11-13,8,a-chimps,Maja,Carola
2020-11-13,8,a-chimps,Natascha,NA
2020-11-13,8,a-chimps,Ohini,Bambari
2020-11-13,8,a-chimps,Ohini,Kisha
2020-11-13,8,a-chimps,Ohini,Frank
2020-11-13,8,a-chimps,Swela,NA
2020-11-13,8,a-chimps,Makeni,Tai
2020-11-13,8,a-chimps,Makeni,Youma
2020-11-13,8,a-chimps,Youma,Tai
2020-11-13,8,a-chimps,Youma,Makeni
2020-11-13,8,a-chimps,Shanga,NA
2020-11-13,8,a-chimps,Frank,Bambari
2020-11-13,8,a-chimps,Frank,Kisha
2020-11-13,8,a-chimps,Frank,Ohini
2020-11-13,8,a-chimps,Carola,Fraukje
2020-11-13,8,a-chimps,Carola,Maja
2020-11-16,8,a-chimps,Dorien,NA
2020-11-16,8,a-chimps,Shanga,Robert
2020-11-16,8,a-chimps,Robert,Shanga
2020-11-16,8,a-chimps,Riet,NA
2020-11-16,8,a-chimps,Tai,NA
2020-11-16,8,a-chimps,Natascha,NA
2020-11-16,8,a-chimps,Bambari,NA
2020-11-16,8,a-chimps,Swela,Frodo
2020-11-16,8,a-chimps,Swela,Azibo
2020-11-16,8,a-chimps,Swela,Kisha
2020-11-16,8,a-chimps,Swela,Frank
2020-11-16,8,a-chimps,Frodo,Azibo
2020-11-16,8,a-chimps,Frodo,Kisha
2020-11-16,8,a-chimps,Frodo,Swela
2020-11-16,8,a-chimps,Frodo,Frank
2020-11-16,8,a-chimps,Sandra,Shanga
2020-11-16,8,a-chimps,Corrie,Fraukje
2020-11-16,8,a-chimps,Corrie,Makeni
2020-11-16,8,a-chimps,Corrie,Youma
2020-11-16,8,a-chimps,Corrie,Carola
2020-11-16,8,a-chimps,Azibo,Frodo
2020-11-16,8,a-chimps,Azibo,Swela
2020-11-16,8,a-chimps,Maja,Bambari
2020-11-16,8,a-chimps,Fraukje,Corrie
2020-11-16,8,a-chimps,Fraukje,Makeni
2020-11-16,8,a-chimps,Fraukje,Carola
2020-11-16,8,a-chimps,Kisha,Frodo
2020-11-16,8,a-chimps,Kisha,Frank
2020-11-16,8,a-chimps,Ohini,Frodo
2020-11-16,8,a-chimps,Makeni,Frank
2020-11-16,8,a-chimps,Youma,Natascha
2020-11-16,8,a-chimps,Frank,Kisha
2020-11-16,8,a-chimps,Carola,Fraukje
2020-11-17,8,a-chimps,Frodo,Shanga
2020-11-17,8,a-chimps,Robert,Maja
2020-11-17,8,a-chimps,Robert,Makeni
2020-11-17,8,a-chimps,Sandra,Bambari
2020-11-17,8,a-chimps,Sandra,Kisha
2020-11-17,8,a-chimps,Sandra,Frank
2020-11-17,8,a-chimps,Shanga,NA
2020-11-17,8,a-chimps,Riet,NA
2020-11-17,8,a-chimps,Dorien,NA
2020-11-17,8,a-chimps,Maja,NA
2020-11-17,8,a-chimps,Makeni,Robert
2020-11-17,8,a-chimps,Makeni,Sandra
2020-11-17,8,a-chimps,Makeni,Shanga
2020-11-17,8,a-chimps,Azibo,Tai
2020-11-17,8,a-chimps,Azibo,Ohini
2020-11-17,8,a-chimps,Tai,Azibo
2020-11-17,8,a-chimps,Tai,Ohini
2020-11-17,8,a-chimps,Corrie,Natascha
2020-11-17,8,a-chimps,Natascha,Corrie
2020-11-17,8,a-chimps,Carola,Fraukje
2020-11-17,8,a-chimps,Fraukje,Carola
2020-11-17,8,a-chimps,Bambari,Kisha
2020-11-17,8,a-chimps,Bambari,Swela
2020-11-17,8,a-chimps,Bambari,Youma
2020-11-17,8,a-chimps,Bambari,Frank
2020-11-17,8,a-chimps,Kisha,Bambari
