time_point,group,subject,rearing,sex,age,task,performance
1,a_chimp,azibo,mother,m,5.347022587268994,causality,0.9166666666666666
1,a_chimp,corrie,hand,f,43.68514715947981,causality,0.4166666666666667
1,a_chimp,dorien,hand,f,39.82203969883641,causality,0.25
1,a_chimp,fraukje,hand,f,44.3668720054757,causality,1
1,a_chimp,frodo,mother,m,26.72142368240931,causality,0.5
1,a_chimp,kisha,mother,f,16.45722108145106,causality,0.6666666666666666
1,a_chimp,natascha,hand,f,40.39151266255989,causality,0.3333333333333333
1,a_chimp,riet,hand,f,42.76796714579056,causality,0.6666666666666666
1,a_chimp,robert,hand,m,44.714579055441476,causality,0.25
1,a_chimp,sandra,mother,f,27.19233401779603,causality,1
1,a_chimp,shanga,mother,f,9.462012320328542,causality,0.6666666666666666
1,a_chimp,tai,mother,f,18.017796030116358,causality,0.75
1,b_chimp,alex,hand,m,19.460643394934976,causality,1
1,b_chimp,daza,unknown,f,34.64750171115674,causality,0.9166666666666666
1,b_chimp,frederike,unknown,f,46.64750171115674,causality,0.75
1,b_chimp,hope,mother,f,29.697467488021903,causality,0.75
1,b_chimp,jeudi,unknown,f,54.64750171115674,causality,0.8333333333333334
1,b_chimp,zira,mother,f,23.227926078028748,causality,0
1,bonobo,jasongo,mother,m,30.04791238877481,causality,0.6666666666666666
1,bonobo,joey,hand,m,37.68377823408624,causality,1
1,bonobo,lexi,hand,f,20.933607118412045,causality,1
1,bonobo,luiza,mother,f,15.55920602327173,causality,1
1,bonobo,yaro,mother,m,7.337440109514032,causality,0.5833333333333334
1,gorilla,abeeku,mother,m,21.31416837782341,causality,0.5
1,gorilla,diara,mother,f,6.464065708418891,causality,0
1,gorilla,kibara,mother,f,16.621492128678987,causality,0.25
1,gorilla,kio,mother,m,2.724161533196441,causality,NA
1,gorilla,kumili,mother,f,16.594113620807665,causality,0.9166666666666666
1,orangutan,dokana,mother,f,31.550992470910334,causality,0.9166666666666666
1,orangutan,padana,mother,f,22.754277891854894,causality,1
1,orangutan,pini,mother,f,32.139630390143736,causality,1
2,a_chimp,azibo,mother,m,5.363449691991787,causality,0.6666666666666666
2,a_chimp,corrie,hand,f,43.69883641341547,causality,0.5
2,a_chimp,dorien,hand,f,39.83846680355921,causality,0.16666666666666666
2,a_chimp,fraukje,hand,f,44.38329911019849,causality,1
2,a_chimp,frodo,mother,m,26.7378507871321,causality,0.4166666666666667
2,a_chimp,kisha,mother,f,16.476386036960985,causality,0.75
2,a_chimp,natascha,hand,f,40.407939767282684,causality,0.25
2,a_chimp,riet,hand,f,42.784394250513344,causality,0.9166666666666666
2,a_chimp,robert,hand,m,44.73100616016427,causality,0.08333333333333333
2,a_chimp,sandra,mother,f,27.208761122518823,causality,1
2,a_chimp,shanga,mother,f,9.481177275838467,causality,0.5
2,a_chimp,tai,mother,f,18.034223134839152,causality,0.5833333333333334
2,b_chimp,alex,hand,m,19.50718685831622,causality,1
2,b_chimp,frederike,unknown,f,46.69404517453799,causality,0.5
2,b_chimp,hope,mother,f,29.744010951403148,causality,0.8333333333333334
2,b_chimp,zira,mother,f,23.274469541409992,causality,0.5833333333333334
2,bonobo,jasongo,mother,m,30.072553045859,causality,0.75
2,bonobo,joey,hand,m,37.71663244353183,causality,NA
2,bonobo,kasai,mother,m,7.6331279945242985,causality,0.5
2,bonobo,kuno,hand,m,23.753593429158112,causality,0.9166666666666666
2,bonobo,lexi,hand,f,20.958247775496236,causality,0.9166666666666666
2,bonobo,yaro,mother,m,7.36208076659822,causality,0.75
2,bonobo,yasa,mother,f,23.003422313483917,causality,0.4166666666666667
2,gorilla,abeeku,mother,m,21.360711841204655,causality,0.75
2,gorilla,diara,mother,f,6.510609171800137,causality,0.5
2,gorilla,kianga,mother,f,3.7754962354551678,causality,NA
2,gorilla,kibara,mother,f,16.66803559206023,causality,0.5833333333333334
2,gorilla,kio,mother,m,2.7707049965776864,causality,0.4166666666666667
2,gorilla,kumili,mother,f,16.640657084188913,causality,0.5833333333333334
2,orangutan,dokana,mother,f,31.60848733744011,causality,1
2,orangutan,padana,mother,f,22.811772758384667,causality,1
2,orangutan,pini,mother,f,32.19712525667351,causality,0.5833333333333334
