time_point,group,subject,rank,rearing,sex,age,task,trial_time_point,code
3,a_chimp,azibo,12,mother,m,5.420944558521561,switching_feature,6,0
3,a_chimp,azibo,12,mother,m,5.420944558521561,switching_feature,7,0
3,a_chimp,azibo,12,mother,m,5.420944558521561,switching_feature,8,0
3,a_chimp,azibo,12,mother,m,5.420944558521561,gaze_following,7,0
3,a_chimp,azibo,12,mother,m,5.420944558521561,gaze_following,8,0
3,a_chimp,dorien,8,hand,f,39.89596167008898,gaze_following,1,0
3,a_chimp,dorien,8,hand,f,39.89596167008898,gaze_following,2,0
3,a_chimp,dorien,8,hand,f,39.89596167008898,inference,1,1
3,a_chimp,dorien,8,hand,f,39.89596167008898,causality,1,0
3,a_chimp,dorien,8,hand,f,39.89596167008898,inference,2,1
3,a_chimp,dorien,8,hand,f,39.89596167008898,causality,2,1
3,a_chimp,dorien,8,hand,f,39.89596167008898,inference,3,1
3,a_chimp,dorien,8,hand,f,39.89596167008898,causality,3,0
3,a_chimp,dorien,8,hand,f,39.89596167008898,causality,4,1
3,a_chimp,dorien,8,hand,f,39.89596167008898,inference,4,1
3,a_chimp,dorien,8,hand,f,39.89596167008898,inference,5,1
3,a_chimp,dorien,8,hand,f,39.89596167008898,causality,5,0
3,a_chimp,dorien,8,hand,f,39.89596167008898,causality,6,1
3,a_chimp,dorien,8,hand,f,39.89596167008898,inference,6,0
3,a_chimp,dorien,8,hand,f,39.89596167008898,causality,7,0
3,a_chimp,dorien,8,hand,f,39.89596167008898,causality,8,0
3,a_chimp,dorien,8,hand,f,39.89596167008898,inference,7,0
3,a_chimp,dorien,8,hand,f,39.89596167008898,inference,8,1
3,a_chimp,dorien,8,hand,f,39.89596167008898,causality,9,0
3,a_chimp,dorien,8,hand,f,39.89596167008898,inference,9,1
3,a_chimp,dorien,8,hand,f,39.89596167008898,causality,10,0
3,a_chimp,dorien,8,hand,f,39.89596167008898,causality,11,0
3,a_chimp,dorien,8,hand,f,39.89596167008898,inference,10,1
3,a_chimp,dorien,8,hand,f,39.89596167008898,inference,11,1
3,a_chimp,dorien,8,hand,f,39.89596167008898,causality,12,0
3,a_chimp,dorien,8,hand,f,39.89596167008898,inference,12,1
3,a_chimp,dorien,8,hand,f,39.89596167008898,gaze_following,3,0
3,a_chimp,dorien,8,hand,f,39.89596167008898,gaze_following,4,0
3,a_chimp,dorien,8,hand,f,39.89596167008898,gaze_following,5,0
3,a_chimp,dorien,8,hand,f,39.89596167008898,gaze_following,6,0
3,a_chimp,dorien,8,hand,f,39.89596167008898,quantity,1,1
3,a_chimp,dorien,8,hand,f,39.89596167008898,quantity,2,1
3,a_chimp,dorien,8,hand,f,39.89596167008898,quantity,3,1
3,a_chimp,dorien,8,hand,f,39.89596167008898,quantity,4,1
3,a_chimp,dorien,8,hand,f,39.89596167008898,quantity,5,1
3,a_chimp,dorien,8,hand,f,39.89596167008898,quantity,6,1
3,a_chimp,dorien,8,hand,f,39.89596167008898,quantity,7,1
3,a_chimp,dorien,8,hand,f,39.89596167008898,quantity,8,1
3,a_chimp,dorien,8,hand,f,39.89596167008898,quantity,9,1
3,a_chimp,dorien,8,hand,f,39.89596167008898,quantity,10,1
3,a_chimp,dorien,8,hand,f,39.89596167008898,quantity,11,1
3,a_chimp,dorien,8,hand,f,39.89596167008898,quantity,12,1
3,a_chimp,dorien,8,hand,f,39.89596167008898,switching_place,1,1
3,a_chimp,dorien,8,hand,f,39.89596167008898,switching_place,2,1
3,a_chimp,dorien,8,hand,f,39.89596167008898,switching_place,3,1
3,a_chimp,dorien,8,hand,f,39.89596167008898,switching_place,4,1
3,a_chimp,dorien,8,hand,f,39.89596167008898,switching_feature,1,1
3,a_chimp,dorien,8,hand,f,39.89596167008898,switching_feature,2,0
3,a_chimp,dorien,8,hand,f,39.89596167008898,switching_feature,3,0
3,a_chimp,dorien,8,hand,f,39.89596167008898,switching_feature,4,0
3,a_chimp,dorien,8,hand,f,39.89596167008898,switching_feature,5,1
3,a_chimp,dorien,8,hand,f,39.89596167008898,switching_feature,6,0
3,a_chimp,dorien,8,hand,f,39.89596167008898,switching_feature,7,0
3,a_chimp,dorien,8,hand,f,39.89596167008898,switching_feature,8,0
3,a_chimp,dorien,8,hand,f,39.89596167008898,gaze_following,7,0
3,a_chimp,dorien,8,hand,f,39.89596167008898,gaze_following,8,0
3,a_chimp,bambari,6,mother,f,19.770020533880903,gaze_following,1,1
3,a_chimp,bambari,6,mother,f,19.770020533880903,gaze_following,2,1
3,a_chimp,bambari,6,mother,f,19.770020533880903,inference,1,1
3,a_chimp,bambari,6,mother,f,19.770020533880903,causality,1,1
3,a_chimp,bambari,6,mother,f,19.770020533880903,inference,2,0
3,a_chimp,bambari,6,mother,f,19.770020533880903,causality,2,0
3,a_chimp,bambari,6,mother,f,19.770020533880903,inference,3,1
3,a_chimp,bambari,6,mother,f,19.770020533880903,causality,3,1
3,a_chimp,bambari,6,mother,f,19.770020533880903,causality,4,0
3,a_chimp,bambari,6,mother,f,19.770020533880903,inference,4,1
3,a_chimp,bambari,6,mother,f,19.770020533880903,inference,5,0
3,a_chimp,bambari,6,mother,f,19.770020533880903,causality,5,0
3,a_chimp,bambari,6,mother,f,19.770020533880903,causality,6,1
3,a_chimp,bambari,6,mother,f,19.770020533880903,inference,6,0
3,a_chimp,bambari,6,mother,f,19.770020533880903,causality,7,0
3,a_chimp,bambari,6,mother,f,19.770020533880903,causality,8,1
3,a_chimp,bambari,6,mother,f,19.770020533880903,inference,7,1
3,a_chimp,bambari,6,mother,f,19.770020533880903,inference,8,0
3,a_chimp,bambari,6,mother,f,19.770020533880903,causality,9,0
3,a_chimp,bambari,6,mother,f,19.770020533880903,inference,9,0
3,a_chimp,bambari,6,mother,f,19.770020533880903,causality,10,0
3,a_chimp,bambari,6,mother,f,19.770020533880903,causality,11,0
3,a_chimp,bambari,6,mother,f,19.770020533880903,inference,10,0
3,a_chimp,bambari,6,mother,f,19.770020533880903,inference,11,1
3,a_chimp,bambari,6,mother,f,19.770020533880903,causality,12,0
3,a_chimp,bambari,6,mother,f,19.770020533880903,inference,12,1
3,a_chimp,bambari,6,mother,f,19.770020533880903,gaze_following,3,1
3,a_chimp,bambari,6,mother,f,19.770020533880903,gaze_following,4,1
3,a_chimp,bambari,6,mother,f,19.770020533880903,gaze_following,5,1
3,a_chimp,bambari,6,mother,f,19.770020533880903,gaze_following,6,1
3,a_chimp,bambari,6,mother,f,19.770020533880903,quantity,1,1
3,a_chimp,bambari,6,mother,f,19.770020533880903,quantity,2,1
3,a_chimp,bambari,6,mother,f,19.770020533880903,quantity,3,0
3,a_chimp,bambari,6,mother,f,19.770020533880903,quantity,4,1
3,a_chimp,bambari,6,mother,f,19.770020533880903,quantity,5,0
3,a_chimp,shanga,NA,mother,f,9.535934291581109,gaze_following,2,0
3,a_chimp,shanga,NA,mother,f,9.535934291581109,inference,1,1
3,a_chimp,shanga,NA,mother,f,9.535934291581109,causality,1,1
3,a_chimp,shanga,NA,mother,f,9.535934291581109,inference,2,0
3,a_chimp,shanga,NA,mother,f,9.535934291581109,causality,2,1
3,a_chimp,shanga,NA,mother,f,9.535934291581109,inference,3,0
3,a_chimp,shanga,NA,mother,f,9.535934291581109,causality,3,0
3,a_chimp,shanga,NA,mother,f,9.535934291581109,causality,4,1
3,a_chimp,shanga,NA,mother,f,9.535934291581109,inference,4,0
3,a_chimp,shanga,NA,mother,f,9.535934291581109,inference,5,1
3,a_chimp,shanga,NA,mother,f,9.535934291581109,causality,5,0
3,a_chimp,shanga,NA,mother,f,9.535934291581109,causality,6,0
3,a_chimp,shanga,NA,mother,f,9.535934291581109,inference,6,1
3,a_chimp,shanga,NA,mother,f,9.535934291581109,causality,7,1
3,a_chimp,shanga,NA,mother,f,9.535934291581109,causality,8,0
3,a_chimp,shanga,NA,mother,f,9.535934291581109,inference,7,0
3,a_chimp,shanga,NA,mother,f,9.535934291581109,inference,8,1
3,a_chimp,shanga,NA,mother,f,9.535934291581109,causality,9,0
3,a_chimp,shanga,NA,mother,f,9.535934291581109,inference,9,1
3,a_chimp,shanga,NA,mother,f,9.535934291581109,causality,10,1
3,a_chimp,shanga,NA,mother,f,9.535934291581109,causality,11,0
3,a_chimp,shanga,NA,mother,f,9.535934291581109,inference,10,1
3,a_chimp,shanga,NA,mother,f,9.535934291581109,inference,11,0
3,a_chimp,shanga,NA,mother,f,9.535934291581109,causality,12,1
3,a_chimp,shanga,NA,mother,f,9.535934291581109,inference,12,0
3,a_chimp,shanga,NA,mother,f,9.535934291581109,gaze_following,3,0
3,a_chimp,shanga,NA,mother,f,9.535934291581109,gaze_following,4,0
3,a_chimp,fraukje,11,hand,f,44.440793976728266,gaze_following,1,0
3,a_chimp,fraukje,11,hand,f,44.440793976728266,gaze_following,2,1
3,a_chimp,fraukje,11,hand,f,44.440793976728266,inference,1,1
3,a_chimp,fraukje,11,hand,f,44.440793976728266,causality,1,1
3,a_chimp,fraukje,11,hand,f,44.440793976728266,inference,2,0
3,a_chimp,fraukje,11,hand,f,44.440793976728266,causality,2,1
3,a_chimp,fraukje,11,hand,f,44.440793976728266,inference,3,0
3,a_chimp,fraukje,11,hand,f,44.440793976728266,causality,3,1
3,a_chimp,fraukje,11,hand,f,44.440793976728266,causality,4,1
3,a_chimp,fraukje,11,hand,f,44.440793976728266,inference,4,0
3,a_chimp,fraukje,11,hand,f,44.440793976728266,inference,5,0
3,a_chimp,fraukje,11,hand,f,44.440793976728266,causality,5,1
3,a_chimp,fraukje,11,hand,f,44.440793976728266,causality,6,1
3,a_chimp,fraukje,11,hand,f,44.440793976728266,inference,6,0
3,a_chimp,fraukje,11,hand,f,44.440793976728266,causality,7,1
3,a_chimp,fraukje,11,hand,f,44.440793976728266,causality,8,1
3,a_chimp,fraukje,11,hand,f,44.440793976728266,inference,7,0
3,a_chimp,fraukje,11,hand,f,44.440793976728266,inference,8,0
3,a_chimp,fraukje,11,hand,f,44.440793976728266,causality,9,1
3,a_chimp,fraukje,11,hand,f,44.440793976728266,inference,9,1
3,a_chimp,fraukje,11,hand,f,44.440793976728266,causality,10,1
3,a_chimp,fraukje,11,hand,f,44.440793976728266,causality,11,1
3,a_chimp,fraukje,11,hand,f,44.440793976728266,inference,10,1
3,a_chimp,fraukje,11,hand,f,44.440793976728266,inference,11,1
3,a_chimp,fraukje,11,hand,f,44.440793976728266,causality,12,1
3,a_chimp,fraukje,11,hand,f,44.440793976728266,inference,12,0
3,a_chimp,fraukje,11,hand,f,44.440793976728266,gaze_following,3,0
3,a_chimp,fraukje,11,hand,f,44.440793976728266,gaze_following,4,1
3,a_chimp,frodo,1,mother,m,26.798083504449007,gaze_following,1,0
3,a_chimp,frodo,1,mother,m,26.798083504449007,gaze_following,2,0
3,a_chimp,frodo,1,mother,m,26.798083504449007,inference,1,1
3,a_chimp,frodo,1,mother,m,26.798083504449007,causality,1,0
3,a_chimp,frodo,1,mother,m,26.798083504449007,inference,2,0
3,a_chimp,frodo,1,mother,m,26.798083504449007,causality,2,1
3,a_chimp,frodo,1,mother,m,26.798083504449007,inference,3,1
3,a_chimp,frodo,1,mother,m,26.798083504449007,causality,3,1
3,a_chimp,frodo,1,mother,m,26.798083504449007,causality,4,1
3,a_chimp,frodo,1,mother,m,26.798083504449007,inference,4,0
3,a_chimp,frodo,1,mother,m,26.798083504449007,inference,5,1
3,a_chimp,frodo,1,mother,m,26.798083504449007,causality,5,1
3,a_chimp,frodo,1,mother,m,26.798083504449007,causality,6,0
3,a_chimp,frodo,1,mother,m,26.798083504449007,inference,6,0
3,a_chimp,frodo,1,mother,m,26.798083504449007,causality,7,1
3,a_chimp,frodo,1,mother,m,26.798083504449007,causality,8,1
3,a_chimp,frodo,1,mother,m,26.798083504449007,inference,7,0
3,a_chimp,frodo,1,mother,m,26.798083504449007,inference,8,0
3,a_chimp,frodo,1,mother,m,26.798083504449007,causality,9,1
3,a_chimp,frodo,1,mother,m,26.798083504449007,inference,9,1
3,a_chimp,frodo,1,mother,m,26.798083504449007,causality,10,1
3,a_chimp,frodo,1,mother,m,26.798083504449007,causality,11,1
3,a_chimp,frodo,1,mother,m,26.798083504449007,inference,10,0
3,a_chimp,frodo,1,mother,m,26.798083504449007,inference,11,0
3,a_chimp,frodo,1,mother,m,26.798083504449007,causality,12,1
3,a_chimp,frodo,1,mother,m,26.798083504449007,inference,12,0
3,a_chimp,frodo,1,mother,m,26.798083504449007,gaze_following,3,0
3,a_chimp,frodo,1,mother,m,26.798083504449007,gaze_following,4,0
3,a_chimp,robert,2,hand,m,44.79123887748118,gaze_following,1,0
3,a_chimp,robert,2,hand,m,44.79123887748118,gaze_following,2,0
3,a_chimp,robert,2,hand,m,44.79123887748118,inference,1,0
3,a_chimp,robert,2,hand,m,44.79123887748118,causality,1,1
3,a_chimp,robert,2,hand,m,44.79123887748118,inference,2,1
3,a_chimp,robert,2,hand,m,44.79123887748118,causality,2,0
3,a_chimp,robert,2,hand,m,44.79123887748118,inference,3,1
3,a_chimp,robert,2,hand,m,44.79123887748118,causality,3,0
3,a_chimp,robert,2,hand,m,44.79123887748118,causality,4,0
3,a_chimp,robert,2,hand,m,44.79123887748118,inference,4,1
3,a_chimp,robert,2,hand,m,44.79123887748118,inference,5,1
3,a_chimp,robert,2,hand,m,44.79123887748118,causality,5,0
3,a_chimp,robert,2,hand,m,44.79123887748118,causality,6,0
3,a_chimp,robert,2,hand,m,44.79123887748118,inference,6,1
3,a_chimp,robert,2,hand,m,44.79123887748118,causality,7,0
3,a_chimp,robert,2,hand,m,44.79123887748118,causality,8,0
3,a_chimp,robert,2,hand,m,44.79123887748118,inference,7,1
3,a_chimp,robert,2,hand,m,44.79123887748118,inference,8,1
3,a_chimp,robert,2,hand,m,44.79123887748118,causality,9,0
3,a_chimp,robert,2,hand,m,44.79123887748118,inference,9,1
3,a_chimp,robert,2,hand,m,44.79123887748118,causality,10,1
3,a_chimp,robert,2,hand,m,44.79123887748118,causality,11,0
3,a_chimp,robert,2,hand,m,44.79123887748118,inference,10,1
3,a_chimp,robert,2,hand,m,44.79123887748118,inference,11,1
3,a_chimp,robert,2,hand,m,44.79123887748118,causality,12,1
3,a_chimp,robert,2,hand,m,44.79123887748118,inference,12,0
3,a_chimp,robert,2,hand,m,44.79123887748118,gaze_following,3,0
3,a_chimp,robert,2,hand,m,44.79123887748118,gaze_following,4,0
3,a_chimp,shanga,NA,mother,f,9.535934291581109,gaze_following,1,1
3,a_chimp,shanga,NA,mother,f,9.535934291581109,gaze_following,2,0
3,a_chimp,shanga,NA,mother,f,9.535934291581109,inference,1,1
3,a_chimp,shanga,NA,mother,f,9.535934291581109,causality,1,1
3,a_chimp,shanga,NA,mother,f,9.535934291581109,inference,2,0
3,a_chimp,shanga,NA,mother,f,9.535934291581109,causality,2,1
3,a_chimp,shanga,NA,mother,f,9.535934291581109,inference,3,0
3,a_chimp,shanga,NA,mother,f,9.535934291581109,causality,3,0
3,a_chimp,shanga,NA,mother,f,9.535934291581109,causality,4,1
3,a_chimp,shanga,NA,mother,f,9.535934291581109,inference,4,0
3,a_chimp,shanga,NA,mother,f,9.535934291581109,inference,5,1
3,a_chimp,shanga,NA,mother,f,9.535934291581109,causality,5,0
3,a_chimp,shanga,NA,mother,f,9.535934291581109,causality,6,0
3,a_chimp,shanga,NA,mother,f,9.535934291581109,inference,6,1
3,a_chimp,shanga,NA,mother,f,9.535934291581109,causality,7,1
3,a_chimp,shanga,NA,mother,f,9.535934291581109,causality,8,0
3,a_chimp,shanga,NA,mother,f,9.535934291581109,inference,7,0
3,a_chimp,shanga,NA,mother,f,9.535934291581109,inference,8,1
3,a_chimp,shanga,NA,mother,f,9.535934291581109,causality,9,0
3,a_chimp,shanga,NA,mother,f,9.535934291581109,inference,9,1
3,a_chimp,shanga,NA,mother,f,9.535934291581109,causality,10,1
3,a_chimp,shanga,NA,mother,f,9.535934291581109,causality,11,0
3,a_chimp,shanga,NA,mother,f,9.535934291581109,inference,10,1
3,a_chimp,shanga,NA,mother,f,9.535934291581109,inference,11,0
3,a_chimp,shanga,NA,mother,f,9.535934291581109,causality,12,1
3,a_chimp,shanga,NA,mother,f,9.535934291581109,inference,12,0
3,a_chimp,shanga,NA,mother,f,9.535934291581109,gaze_following,3,0
3,a_chimp,shanga,NA,mother,f,9.535934291581109,gaze_following,4,0
3,gorilla,abeeku,1,mother,m,21.39082819986311,gaze_following,1,0
3,gorilla,abeeku,1,mother,m,21.39082819986311,gaze_following,2,0
3,gorilla,abeeku,1,mother,m,21.39082819986311,inference,1,0
3,gorilla,abeeku,1,mother,m,21.39082819986311,causality,1,1
3,gorilla,abeeku,1,mother,m,21.39082819986311,inference,2,0
3,gorilla,abeeku,1,mother,m,21.39082819986311,causality,2,1
3,gorilla,abeeku,1,mother,m,21.39082819986311,inference,3,0
3,gorilla,abeeku,1,mother,m,21.39082819986311,causality,3,0
3,gorilla,abeeku,1,mother,m,21.39082819986311,causality,4,1
3,gorilla,abeeku,1,mother,m,21.39082819986311,inference,4,0
3,gorilla,abeeku,1,mother,m,21.39082819986311,inference,5,0
3,gorilla,abeeku,1,mother,m,21.39082819986311,causality,5,0
3,gorilla,abeeku,1,mother,m,21.39082819986311,causality,6,1
3,gorilla,abeeku,1,mother,m,21.39082819986311,inference,6,1
3,gorilla,abeeku,1,mother,m,21.39082819986311,causality,7,1
3,gorilla,abeeku,1,mother,m,21.39082819986311,causality,8,0
3,gorilla,abeeku,1,mother,m,21.39082819986311,inference,7,1
3,gorilla,abeeku,1,mother,m,21.39082819986311,inference,8,0
3,gorilla,abeeku,1,mother,m,21.39082819986311,causality,9,0
3,gorilla,abeeku,1,mother,m,21.39082819986311,inference,9,1
3,gorilla,abeeku,1,mother,m,21.39082819986311,causality,10,1
3,gorilla,abeeku,1,mother,m,21.39082819986311,causality,11,0
3,gorilla,abeeku,1,mother,m,21.39082819986311,inference,10,0
3,gorilla,abeeku,1,mother,m,21.39082819986311,inference,11,0
3,gorilla,abeeku,1,mother,m,21.39082819986311,causality,12,1
3,gorilla,abeeku,1,mother,m,21.39082819986311,inference,12,0
3,gorilla,abeeku,1,mother,m,21.39082819986311,gaze_following,3,0
3,gorilla,abeeku,1,mother,m,21.39082819986311,gaze_following,4,0
3,gorilla,abeeku,1,mother,m,21.39082819986311,gaze_following,5,0
3,gorilla,abeeku,1,mother,m,21.39082819986311,gaze_following,6,0
3,gorilla,abeeku,1,mother,m,21.39082819986311,quantity,1,1
3,gorilla,abeeku,1,mother,m,21.39082819986311,quantity,2,1
3,gorilla,abeeku,1,mother,m,21.39082819986311,quantity,3,1
3,gorilla,abeeku,1,mother,m,21.39082819986311,quantity,4,1
3,gorilla,abeeku,1,mother,m,21.39082819986311,quantity,5,1
3,gorilla,abeeku,1,mother,m,21.39082819986311,quantity,6,1
3,gorilla,abeeku,1,mother,m,21.39082819986311,quantity,7,1
3,gorilla,abeeku,1,mother,m,21.39082819986311,quantity,8,1
3,gorilla,abeeku,1,mother,m,21.39082819986311,quantity,9,1
3,gorilla,abeeku,1,mother,m,21.39082819986311,quantity,10,1
3,gorilla,abeeku,1,mother,m,21.39082819986311,quantity,11,1
3,gorilla,abeeku,1,mother,m,21.39082819986311,quantity,12,1
3,gorilla,abeeku,1,mother,m,21.39082819986311,switching_place,1,1
3,gorilla,abeeku,1,mother,m,21.39082819986311,switching_place,2,0
3,gorilla,abeeku,1,mother,m,21.39082819986311,switching_place,3,0
3,gorilla,abeeku,1,mother,m,21.39082819986311,switching_place,4,1
3,gorilla,abeeku,1,mother,m,21.39082819986311,switching_feature,1,0
3,gorilla,abeeku,1,mother,m,21.39082819986311,switching_feature,2,1
3,gorilla,abeeku,1,mother,m,21.39082819986311,switching_feature,3,0
3,gorilla,abeeku,1,mother,m,21.39082819986311,switching_feature,4,0
3,gorilla,abeeku,1,mother,m,21.39082819986311,switching_feature,5,0
3,gorilla,abeeku,1,mother,m,21.39082819986311,switching_feature,6,0
3,gorilla,abeeku,1,mother,m,21.39082819986311,switching_feature,7,1
3,gorilla,abeeku,1,mother,m,21.39082819986311,switching_feature,8,0
3,gorilla,abeeku,1,mother,m,21.39082819986311,gaze_following,7,0
3,gorilla,abeeku,1,mother,m,21.39082819986311,gaze_following,8,0
3,gorilla,diara,3,mother,f,6.54072553045859,gaze_following,1,0
3,gorilla,diara,3,mother,f,6.54072553045859,gaze_following,2,0
3,gorilla,diara,3,mother,f,6.54072553045859,inference,1,0
3,gorilla,diara,3,mother,f,6.54072553045859,causality,1,0
3,gorilla,diara,3,mother,f,6.54072553045859,inference,2,1
3,gorilla,diara,3,mother,f,6.54072553045859,causality,2,0
3,gorilla,diara,3,mother,f,6.54072553045859,inference,3,1
3,gorilla,diara,3,mother,f,6.54072553045859,causality,3,1
3,gorilla,diara,3,mother,f,6.54072553045859,causality,4,0
3,gorilla,diara,3,mother,f,6.54072553045859,inference,4,1
3,gorilla,diara,3,mother,f,6.54072553045859,inference,5,0
3,gorilla,diara,3,mother,f,6.54072553045859,causality,5,1
3,gorilla,diara,3,mother,f,6.54072553045859,causality,6,1
3,gorilla,diara,3,mother,f,6.54072553045859,inference,6,0
3,gorilla,diara,3,mother,f,6.54072553045859,causality,7,0
3,gorilla,diara,3,mother,f,6.54072553045859,causality,8,1
3,gorilla,diara,3,mother,f,6.54072553045859,inference,7,1
3,gorilla,diara,3,mother,f,6.54072553045859,inference,8,0
3,gorilla,diara,3,mother,f,6.54072553045859,causality,9,1
3,gorilla,diara,3,mother,f,6.54072553045859,inference,9,0
3,gorilla,diara,3,mother,f,6.54072553045859,causality,10,0
3,gorilla,diara,3,mother,f,6.54072553045859,causality,11,1
3,gorilla,diara,3,mother,f,6.54072553045859,inference,10,0
3,gorilla,diara,3,mother,f,6.54072553045859,inference,11,1
3,gorilla,diara,3,mother,f,6.54072553045859,causality,12,0
3,gorilla,diara,3,mother,f,6.54072553045859,inference,12,1
3,gorilla,diara,3,mother,f,6.54072553045859,gaze_following,3,0
3,gorilla,diara,3,mother,f,6.54072553045859,gaze_following,4,0
3,gorilla,diara,3,mother,f,6.54072553045859,gaze_following,5,0
3,gorilla,diara,3,mother,f,6.54072553045859,gaze_following,6,0
3,gorilla,diara,3,mother,f,6.54072553045859,quantity,1,1
3,gorilla,diara,3,mother,f,6.54072553045859,quantity,2,1
3,gorilla,diara,3,mother,f,6.54072553045859,quantity,3,0
3,gorilla,diara,3,mother,f,6.54072553045859,quantity,4,1
3,gorilla,diara,3,mother,f,6.54072553045859,quantity,5,0
3,gorilla,diara,3,mother,f,6.54072553045859,quantity,6,1
3,gorilla,diara,3,mother,f,6.54072553045859,quantity,7,1
3,gorilla,diara,3,mother,f,6.54072553045859,quantity,8,0
3,gorilla,diara,3,mother,f,6.54072553045859,quantity,9,0
3,gorilla,diara,3,mother,f,6.54072553045859,quantity,10,1
3,gorilla,diara,3,mother,f,6.54072553045859,quantity,11,0
3,gorilla,diara,3,mother,f,6.54072553045859,quantity,12,0
3,gorilla,diara,3,mother,f,6.54072553045859,switching_place,1,0
3,gorilla,diara,3,mother,f,6.54072553045859,switching_place,2,0
3,gorilla,diara,3,mother,f,6.54072553045859,switching_place,3,1
3,gorilla,diara,3,mother,f,6.54072553045859,switching_place,4,0
3,gorilla,diara,3,mother,f,6.54072553045859,switching_feature,1,1
3,gorilla,diara,3,mother,f,6.54072553045859,switching_feature,2,1
3,gorilla,diara,3,mother,f,6.54072553045859,switching_feature,3,0
3,gorilla,diara,3,mother,f,6.54072553045859,switching_feature,4,0
3,gorilla,diara,3,mother,f,6.54072553045859,switching_feature,5,1
3,gorilla,diara,3,mother,f,6.54072553045859,switching_feature,6,0
3,gorilla,diara,3,mother,f,6.54072553045859,switching_feature,7,1
3,gorilla,diara,3,mother,f,6.54072553045859,switching_feature,8,0
3,gorilla,diara,3,mother,f,6.54072553045859,gaze_following,7,0
3,gorilla,diara,3,mother,f,6.54072553045859,gaze_following,8,0
3,gorilla,kibara,2,mother,f,16.698151950718685,gaze_following,1,0
3,gorilla,kibara,2,mother,f,16.698151950718685,gaze_following,2,0
3,gorilla,kibara,2,mother,f,16.698151950718685,inference,1,1
3,gorilla,kibara,2,mother,f,16.698151950718685,causality,1,0
3,gorilla,kibara,2,mother,f,16.698151950718685,inference,2,1
3,gorilla,kibara,2,mother,f,16.698151950718685,causality,2,0
3,gorilla,kibara,2,mother,f,16.698151950718685,inference,3,0
3,gorilla,kibara,2,mother,f,16.698151950718685,causality,3,1
3,gorilla,kibara,2,mother,f,16.698151950718685,causality,4,0
3,gorilla,kibara,2,mother,f,16.698151950718685,inference,4,0
3,gorilla,kibara,2,mother,f,16.698151950718685,inference,5,0
3,gorilla,kibara,2,mother,f,16.698151950718685,causality,5,0
3,gorilla,kibara,2,mother,f,16.698151950718685,causality,6,1
3,gorilla,kibara,2,mother,f,16.698151950718685,inference,6,1
3,gorilla,kibara,2,mother,f,16.698151950718685,causality,7,0
3,gorilla,kibara,2,mother,f,16.698151950718685,causality,8,0
3,gorilla,kibara,2,mother,f,16.698151950718685,inference,7,1
3,gorilla,kibara,2,mother,f,16.698151950718685,inference,8,1
3,gorilla,kibara,2,mother,f,16.698151950718685,causality,9,1
3,gorilla,kibara,2,mother,f,16.698151950718685,inference,9,1
3,gorilla,kibara,2,mother,f,16.698151950718685,causality,10,1
3,gorilla,kibara,2,mother,f,16.698151950718685,causality,11,1
3,gorilla,kibara,2,mother,f,16.698151950718685,inference,10,1
3,gorilla,kibara,2,mother,f,16.698151950718685,inference,11,1
3,gorilla,kibara,2,mother,f,16.698151950718685,causality,12,0
3,gorilla,kibara,2,mother,f,16.698151950718685,inference,12,0
3,gorilla,kibara,2,mother,f,16.698151950718685,gaze_following,3,0
3,gorilla,kibara,2,mother,f,16.698151950718685,gaze_following,4,0
3,gorilla,kibara,2,mother,f,16.698151950718685,gaze_following,5,0
3,gorilla,kibara,2,mother,f,16.698151950718685,gaze_following,6,0
3,gorilla,kibara,2,mother,f,16.698151950718685,quantity,1,1
3,gorilla,kibara,2,mother,f,16.698151950718685,quantity,2,1
3,gorilla,kibara,2,mother,f,16.698151950718685,quantity,3,1
3,gorilla,kibara,2,mother,f,16.698151950718685,quantity,4,1
3,gorilla,kibara,2,mother,f,16.698151950718685,quantity,5,1
3,gorilla,kibara,2,mother,f,16.698151950718685,quantity,6,1
3,gorilla,kibara,2,mother,f,16.698151950718685,quantity,7,1
3,gorilla,kibara,2,mother,f,16.698151950718685,quantity,8,1
3,gorilla,kibara,2,mother,f,16.698151950718685,quantity,9,1
3,gorilla,kibara,2,mother,f,16.698151950718685,quantity,10,1
3,gorilla,kibara,2,mother,f,16.698151950718685,quantity,11,0
3,gorilla,kibara,2,mother,f,16.698151950718685,quantity,12,1
3,gorilla,kibara,2,mother,f,16.698151950718685,switching_place,1,1
3,gorilla,kibara,2,mother,f,16.698151950718685,switching_place,2,1
3,gorilla,kibara,2,mother,f,16.698151950718685,switching_place,3,1
3,gorilla,kibara,2,mother,f,16.698151950718685,switching_place,4,0
3,gorilla,kibara,2,mother,f,16.698151950718685,switching_feature,1,1
3,gorilla,kibara,2,mother,f,16.698151950718685,switching_feature,2,0
3,gorilla,kibara,2,mother,f,16.698151950718685,switching_feature,3,0
3,gorilla,kibara,2,mother,f,16.698151950718685,switching_feature,4,0
3,gorilla,kibara,2,mother,f,16.698151950718685,switching_feature,5,1
3,gorilla,kibara,2,mother,f,16.698151950718685,switching_feature,6,1
3,gorilla,kibara,2,mother,f,16.698151950718685,switching_feature,7,0
3,gorilla,kibara,2,mother,f,16.698151950718685,switching_feature,8,0
3,gorilla,kibara,2,mother,f,16.698151950718685,gaze_following,7,0
3,gorilla,kibara,2,mother,f,16.698151950718685,gaze_following,8,0
