"files"	"paramHeader"	"param"	"population"	"average"	"average_se"	"population_sd"	"mse"	"cover_95"	"kind"	"peb"	"seb"	"bias"	"abs_bias"	"abs_diff_sd_se"	"diff_sd_se"	"ratio_sd_se"
"LST T 12 free S var IG prior"	"Thresholds"	"Y14$5"	1.55	1.5287	0.2651	0.2751	0.0761	0.921	"threshold"	0.0137	0.0364	-0.0213	0.0213	0.01	-0.01	0.9636
"LST T 12 free S var IG prior"	"Thresholds"	"Y14$6"	2.837	2.7885	0.2813	0.2965	0.0902	0.915	"threshold"	0.0171	0.0513	-0.0485	0.0485	0.0152	-0.0152	0.9487
"LST T 12 free S var IG prior"	"Thresholds"	"Y24$1"	-2.859	-2.7753	0.2811	0.2908	0.0915	0.917	"threshold"	0.0293	0.0334	0.0837	0.0837	0.0097	-0.0097	0.9666
"LST T 12 free S var IG prior"	"Thresholds"	"Y24$2"	-1.585	-1.5291	0.2652	0.2731	0.0776	0.914	"threshold"	0.0353	0.0289	0.0559	0.0559	0.0079	-0.0079	0.9711
"LST T 12 free S var IG prior"	"Thresholds"	"Y24$3"	-0.651	-0.6198	0.2607	0.2688	0.0731	0.921	"threshold"	0.0479	0.0301	0.0312	0.0312	0.0081	-0.0081	0.9699
"LST T 12 free S var IG prior"	"Thresholds"	"Y24$4"	0.634	0.6342	0.2608	0.2702	0.0729	0.92	"threshold"	3e-04	0.0348	2e-04	2e-04	0.0094	-0.0094	0.9652
"LST T 12 free S var IG prior"	"Thresholds"	"Y24$5"	1.55	1.5287	0.2651	0.2751	0.0761	0.921	"threshold"	0.0137	0.0364	-0.0213	0.0213	0.01	-0.01	0.9636
"LST T 12 free S var IG prior"	"Thresholds"	"Y24$6"	2.837	2.7885	0.2813	0.2965	0.0902	0.915	"threshold"	0.0171	0.0513	-0.0485	0.0485	0.0152	-0.0152	0.9487
"LST T 12 free S var IG prior"	"Thresholds"	"Y15$1"	-2.859	-2.7753	0.2811	0.2908	0.0915	0.917	"threshold"	0.0293	0.0334	0.0837	0.0837	0.0097	-0.0097	0.9666
"LST T 12 free S var IG prior"	"Thresholds"	"Y15$2"	-1.585	-1.5291	0.2652	0.2731	0.0776	0.914	"threshold"	0.0353	0.0289	0.0559	0.0559	0.0079	-0.0079	0.9711
"LST T 12 free S var IG prior"	"Thresholds"	"Y15$3"	-0.651	-0.6198	0.2607	0.2688	0.0731	0.921	"threshold"	0.0479	0.0301	0.0312	0.0312	0.0081	-0.0081	0.9699
"LST T 12 free S var IG prior"	"Thresholds"	"Y15$4"	0.634	0.6342	0.2608	0.2702	0.0729	0.92	"threshold"	3e-04	0.0348	2e-04	2e-04	0.0094	-0.0094	0.9652
"LST T 12 free S var IG prior"	"Thresholds"	"Y15$5"	1.55	1.5287	0.2651	0.2751	0.0761	0.921	"threshold"	0.0137	0.0364	-0.0213	0.0213	0.01	-0.01	0.9636
"LST T 12 free S var IG prior"	"Thresholds"	"Y15$6"	2.837	2.7885	0.2813	0.2965	0.0902	0.915	"threshold"	0.0171	0.0513	-0.0485	0.0485	0.0152	-0.0152	0.9487
"LST T 12 free S var IG prior"	"Thresholds"	"Y25$1"	-2.859	-2.7753	0.2811	0.2908	0.0915	0.917	"threshold"	0.0293	0.0334	0.0837	0.0837	0.0097	-0.0097	0.9666
"LST T 12 free S var IG prior"	"Thresholds"	"Y25$2"	-1.585	-1.5291	0.2652	0.2731	0.0776	0.914	"threshold"	0.0353	0.0289	0.0559	0.0559	0.0079	-0.0079	0.9711
"LST T 12 free S var IG prior"	"Thresholds"	"Y25$3"	-0.651	-0.6198	0.2607	0.2688	0.0731	0.921	"threshold"	0.0479	0.0301	0.0312	0.0312	0.0081	-0.0081	0.9699
"LST T 12 free S var IG prior"	"Thresholds"	"Y25$4"	0.634	0.6342	0.2608	0.2702	0.0729	0.92	"threshold"	3e-04	0.0348	2e-04	2e-04	0.0094	-0.0094	0.9652
"LST T 12 free S var IG prior"	"Thresholds"	"Y25$5"	1.55	1.5287	0.2651	0.2751	0.0761	0.921	"threshold"	0.0137	0.0364	-0.0213	0.0213	0.01	-0.01	0.9636
"LST T 12 free S var IG prior"	"Thresholds"	"Y25$6"	2.837	2.7885	0.2813	0.2965	0.0902	0.915	"threshold"	0.0171	0.0513	-0.0485	0.0485	0.0152	-0.0152	0.9487
"LST T 12 free S var IG prior"	"Thresholds"	"Y16$1"	-2.859	-2.7753	0.2811	0.2908	0.0915	0.917	"threshold"	0.0293	0.0334	0.0837	0.0837	0.0097	-0.0097	0.9666
"LST T 12 free S var IG prior"	"Thresholds"	"Y16$2"	-1.585	-1.5291	0.2652	0.2731	0.0776	0.914	"threshold"	0.0353	0.0289	0.0559	0.0559	0.0079	-0.0079	0.9711
"LST T 12 free S var IG prior"	"Thresholds"	"Y16$3"	-0.651	-0.6198	0.2607	0.2688	0.0731	0.921	"threshold"	0.0479	0.0301	0.0312	0.0312	0.0081	-0.0081	0.9699
"LST T 12 free S var IG prior"	"Thresholds"	"Y16$4"	0.634	0.6342	0.2608	0.2702	0.0729	0.92	"threshold"	3e-04	0.0348	2e-04	2e-04	0.0094	-0.0094	0.9652
"LST T 12 free S var IG prior"	"Thresholds"	"Y16$5"	1.55	1.5287	0.2651	0.2751	0.0761	0.921	"threshold"	0.0137	0.0364	-0.0213	0.0213	0.01	-0.01	0.9636
"LST T 12 free S var IG prior"	"Thresholds"	"Y16$6"	2.837	2.7885	0.2813	0.2965	0.0902	0.915	"threshold"	0.0171	0.0513	-0.0485	0.0485	0.0152	-0.0152	0.9487
"LST T 12 free S var IG prior"	"Thresholds"	"Y26$1"	-2.859	-2.7753	0.2811	0.2908	0.0915	0.917	"threshold"	0.0293	0.0334	0.0837	0.0837	0.0097	-0.0097	0.9666
"LST T 12 free S var IG prior"	"Thresholds"	"Y26$2"	-1.585	-1.5291	0.2652	0.2731	0.0776	0.914	"threshold"	0.0353	0.0289	0.0559	0.0559	0.0079	-0.0079	0.9711
"LST T 12 free S var IG prior"	"Thresholds"	"Y26$3"	-0.651	-0.6198	0.2607	0.2688	0.0731	0.921	"threshold"	0.0479	0.0301	0.0312	0.0312	0.0081	-0.0081	0.9699
"LST T 12 free S var IG prior"	"Thresholds"	"Y26$4"	0.634	0.6342	0.2608	0.2702	0.0729	0.92	"threshold"	3e-04	0.0348	2e-04	2e-04	0.0094	-0.0094	0.9652
"LST T 12 free S var IG prior"	"Thresholds"	"Y26$5"	1.55	1.5287	0.2651	0.2751	0.0761	0.921	"threshold"	0.0137	0.0364	-0.0213	0.0213	0.01	-0.01	0.9636
"LST T 12 free S var IG prior"	"Thresholds"	"Y26$6"	2.837	2.7885	0.2813	0.2965	0.0902	0.915	"threshold"	0.0171	0.0513	-0.0485	0.0485	0.0152	-0.0152	0.9487
"LST T 12 free S var IG prior"	"Thresholds"	"Y17$1"	-2.859	-2.7753	0.2811	0.2908	0.0915	0.917	"threshold"	0.0293	0.0334	0.0837	0.0837	0.0097	-0.0097	0.9666
"LST T 12 free S var IG prior"	"Thresholds"	"Y17$2"	-1.585	-1.5291	0.2652	0.2731	0.0776	0.914	"threshold"	0.0353	0.0289	0.0559	0.0559	0.0079	-0.0079	0.9711
"LST T 12 free S var IG prior"	"Thresholds"	"Y17$3"	-0.651	-0.6198	0.2607	0.2688	0.0731	0.921	"threshold"	0.0479	0.0301	0.0312	0.0312	0.0081	-0.0081	0.9699
"LST T 12 free S var IG prior"	"Thresholds"	"Y17$4"	0.634	0.6342	0.2608	0.2702	0.0729	0.92	"threshold"	3e-04	0.0348	2e-04	2e-04	0.0094	-0.0094	0.9652
"LST T 12 free S var IG prior"	"Thresholds"	"Y17$5"	1.55	1.5287	0.2651	0.2751	0.0761	0.921	"threshold"	0.0137	0.0364	-0.0213	0.0213	0.01	-0.01	0.9636
"LST T 12 free S var IG prior"	"Thresholds"	"Y17$6"	2.837	2.7885	0.2813	0.2965	0.0902	0.915	"threshold"	0.0171	0.0513	-0.0485	0.0485	0.0152	-0.0152	0.9487
"LST T 12 free S var IG prior"	"Thresholds"	"Y27$1"	-2.859	-2.7753	0.2811	0.2908	0.0915	0.917	"threshold"	0.0293	0.0334	0.0837	0.0837	0.0097	-0.0097	0.9666
"LST T 12 free S var IG prior"	"Thresholds"	"Y27$2"	-1.585	-1.5291	0.2652	0.2731	0.0776	0.914	"threshold"	0.0353	0.0289	0.0559	0.0559	0.0079	-0.0079	0.9711
"LST T 12 free S var IG prior"	"Thresholds"	"Y27$3"	-0.651	-0.6198	0.2607	0.2688	0.0731	0.921	"threshold"	0.0479	0.0301	0.0312	0.0312	0.0081	-0.0081	0.9699
"LST T 12 free S var IG prior"	"Thresholds"	"Y27$4"	0.634	0.6342	0.2608	0.2702	0.0729	0.92	"threshold"	3e-04	0.0348	2e-04	2e-04	0.0094	-0.0094	0.9652
"LST T 12 free S var IG prior"	"Thresholds"	"Y27$5"	1.55	1.5287	0.2651	0.2751	0.0761	0.921	"threshold"	0.0137	0.0364	-0.0213	0.0213	0.01	-0.01	0.9636
"LST T 12 free S var IG prior"	"Thresholds"	"Y27$6"	2.837	2.7885	0.2813	0.2965	0.0902	0.915	"threshold"	0.0171	0.0513	-0.0485	0.0485	0.0152	-0.0152	0.9487
"LST T 12 free S var IG prior"	"Thresholds"	"Y18$1"	-2.859	-2.7753	0.2811	0.2908	0.0915	0.917	"threshold"	0.0293	0.0334	0.0837	0.0837	0.0097	-0.0097	0.9666
"LST T 12 free S var IG prior"	"Thresholds"	"Y18$2"	-1.585	-1.5291	0.2652	0.2731	0.0776	0.914	"threshold"	0.0353	0.0289	0.0559	0.0559	0.0079	-0.0079	0.9711
"LST T 12 free S var IG prior"	"Thresholds"	"Y18$3"	-0.651	-0.6198	0.2607	0.2688	0.0731	0.921	"threshold"	0.0479	0.0301	0.0312	0.0312	0.0081	-0.0081	0.9699
"LST T 12 free S var IG prior"	"Thresholds"	"Y18$4"	0.634	0.6342	0.2608	0.2702	0.0729	0.92	"threshold"	3e-04	0.0348	2e-04	2e-04	0.0094	-0.0094	0.9652
"LST T 12 free S var IG prior"	"Thresholds"	"Y18$5"	1.55	1.5287	0.2651	0.2751	0.0761	0.921	"threshold"	0.0137	0.0364	-0.0213	0.0213	0.01	-0.01	0.9636
"LST T 12 free S var IG prior"	"Thresholds"	"Y18$6"	2.837	2.7885	0.2813	0.2965	0.0902	0.915	"threshold"	0.0171	0.0513	-0.0485	0.0485	0.0152	-0.0152	0.9487
"LST T 12 free S var IG prior"	"Thresholds"	"Y28$1"	-2.859	-2.7753	0.2811	0.2908	0.0915	0.917	"threshold"	0.0293	0.0334	0.0837	0.0837	0.0097	-0.0097	0.9666
"LST T 12 free S var IG prior"	"Thresholds"	"Y28$2"	-1.585	-1.5291	0.2652	0.2731	0.0776	0.914	"threshold"	0.0353	0.0289	0.0559	0.0559	0.0079	-0.0079	0.9711
"LST T 12 free S var IG prior"	"Thresholds"	"Y28$3"	-0.651	-0.6198	0.2607	0.2688	0.0731	0.921	"threshold"	0.0479	0.0301	0.0312	0.0312	0.0081	-0.0081	0.9699
"LST T 12 free S var IG prior"	"Thresholds"	"Y28$4"	0.634	0.6342	0.2608	0.2702	0.0729	0.92	"threshold"	3e-04	0.0348	2e-04	2e-04	0.0094	-0.0094	0.9652
"LST T 12 free S var IG prior"	"Thresholds"	"Y28$5"	1.55	1.5287	0.2651	0.2751	0.0761	0.921	"threshold"	0.0137	0.0364	-0.0213	0.0213	0.01	-0.01	0.9636
"LST T 12 free S var IG prior"	"Thresholds"	"Y28$6"	2.837	2.7885	0.2813	0.2965	0.0902	0.915	"threshold"	0.0171	0.0513	-0.0485	0.0485	0.0152	-0.0152	0.9487
"LST T 12 free S var IG prior"	"Thresholds"	"Y19$1"	-2.859	-2.7753	0.2811	0.2908	0.0915	0.917	"threshold"	0.0293	0.0334	0.0837	0.0837	0.0097	-0.0097	0.9666
"LST T 12 free S var IG prior"	"Thresholds"	"Y19$2"	-1.585	-1.5291	0.2652	0.2731	0.0776	0.914	"threshold"	0.0353	0.0289	0.0559	0.0559	0.0079	-0.0079	0.9711
"LST T 12 free S var IG prior"	"Thresholds"	"Y19$3"	-0.651	-0.6198	0.2607	0.2688	0.0731	0.921	"threshold"	0.0479	0.0301	0.0312	0.0312	0.0081	-0.0081	0.9699
"LST T 12 free S var IG prior"	"Thresholds"	"Y19$4"	0.634	0.6342	0.2608	0.2702	0.0729	0.92	"threshold"	3e-04	0.0348	2e-04	2e-04	0.0094	-0.0094	0.9652
"LST T 12 free S var IG prior"	"Thresholds"	"Y19$5"	1.55	1.5287	0.2651	0.2751	0.0761	0.921	"threshold"	0.0137	0.0364	-0.0213	0.0213	0.01	-0.01	0.9636
"LST T 12 free S var IG prior"	"Thresholds"	"Y19$6"	2.837	2.7885	0.2813	0.2965	0.0902	0.915	"threshold"	0.0171	0.0513	-0.0485	0.0485	0.0152	-0.0152	0.9487
"LST T 12 free S var IG prior"	"Thresholds"	"Y29$1"	-2.859	-2.7753	0.2811	0.2908	0.0915	0.917	"threshold"	0.0293	0.0334	0.0837	0.0837	0.0097	-0.0097	0.9666
"LST T 12 free S var IG prior"	"Thresholds"	"Y29$2"	-1.585	-1.5291	0.2652	0.2731	0.0776	0.914	"threshold"	0.0353	0.0289	0.0559	0.0559	0.0079	-0.0079	0.9711
"LST T 12 free S var IG prior"	"Thresholds"	"Y29$3"	-0.651	-0.6198	0.2607	0.2688	0.0731	0.921	"threshold"	0.0479	0.0301	0.0312	0.0312	0.0081	-0.0081	0.9699
"LST T 12 free S var IG prior"	"Thresholds"	"Y29$4"	0.634	0.6342	0.2608	0.2702	0.0729	0.92	"threshold"	3e-04	0.0348	2e-04	2e-04	0.0094	-0.0094	0.9652
"LST T 12 free S var IG prior"	"Thresholds"	"Y29$5"	1.55	1.5287	0.2651	0.2751	0.0761	0.921	"threshold"	0.0137	0.0364	-0.0213	0.0213	0.01	-0.01	0.9636
"LST T 12 free S var IG prior"	"Thresholds"	"Y29$6"	2.837	2.7885	0.2813	0.2965	0.0902	0.915	"threshold"	0.0171	0.0513	-0.0485	0.0485	0.0152	-0.0152	0.9487
"LST T 12 free S var IG prior"	"Thresholds"	"Y110$1"	-2.859	-2.7753	0.2811	0.2908	0.0915	0.917	"threshold"	0.0293	0.0334	0.0837	0.0837	0.0097	-0.0097	0.9666
"LST T 12 free S var IG prior"	"Thresholds"	"Y110$2"	-1.585	-1.5291	0.2652	0.2731	0.0776	0.914	"threshold"	0.0353	0.0289	0.0559	0.0559	0.0079	-0.0079	0.9711
"LST T 12 free S var IG prior"	"Thresholds"	"Y110$3"	-0.651	-0.6198	0.2607	0.2688	0.0731	0.921	"threshold"	0.0479	0.0301	0.0312	0.0312	0.0081	-0.0081	0.9699
"LST T 12 free S var IG prior"	"Thresholds"	"Y110$4"	0.634	0.6342	0.2608	0.2702	0.0729	0.92	"threshold"	3e-04	0.0348	2e-04	2e-04	0.0094	-0.0094	0.9652
"LST T 12 free S var IG prior"	"Thresholds"	"Y110$5"	1.55	1.5287	0.2651	0.2751	0.0761	0.921	"threshold"	0.0137	0.0364	-0.0213	0.0213	0.01	-0.01	0.9636
"LST T 12 free S var IG prior"	"Thresholds"	"Y110$6"	2.837	2.7885	0.2813	0.2965	0.0902	0.915	"threshold"	0.0171	0.0513	-0.0485	0.0485	0.0152	-0.0152	0.9487
"LST T 12 free S var IG prior"	"Thresholds"	"Y210$1"	-2.859	-2.7753	0.2811	0.2908	0.0915	0.917	"threshold"	0.0293	0.0334	0.0837	0.0837	0.0097	-0.0097	0.9666
"LST T 12 free S var IG prior"	"Thresholds"	"Y210$2"	-1.585	-1.5291	0.2652	0.2731	0.0776	0.914	"threshold"	0.0353	0.0289	0.0559	0.0559	0.0079	-0.0079	0.9711
"LST T 12 free S var IG prior"	"Thresholds"	"Y210$3"	-0.651	-0.6198	0.2607	0.2688	0.0731	0.921	"threshold"	0.0479	0.0301	0.0312	0.0312	0.0081	-0.0081	0.9699
"LST T 12 free S var IG prior"	"Thresholds"	"Y210$4"	0.634	0.6342	0.2608	0.2702	0.0729	0.92	"threshold"	3e-04	0.0348	2e-04	2e-04	0.0094	-0.0094	0.9652
"LST T 12 free S var IG prior"	"Thresholds"	"Y210$5"	1.55	1.5287	0.2651	0.2751	0.0761	0.921	"threshold"	0.0137	0.0364	-0.0213	0.0213	0.01	-0.01	0.9636
"LST T 12 free S var IG prior"	"Thresholds"	"Y210$6"	2.837	2.7885	0.2813	0.2965	0.0902	0.915	"threshold"	0.0171	0.0513	-0.0485	0.0485	0.0152	-0.0152	0.9487
"LST T 12 free S var IG prior"	"Thresholds"	"Y111$1"	-2.859	-2.7753	0.2811	0.2908	0.0915	0.917	"threshold"	0.0293	0.0334	0.0837	0.0837	0.0097	-0.0097	0.9666
"LST T 12 free S var IG prior"	"Thresholds"	"Y111$2"	-1.585	-1.5291	0.2652	0.2731	0.0776	0.914	"threshold"	0.0353	0.0289	0.0559	0.0559	0.0079	-0.0079	0.9711
"LST T 12 free S var IG prior"	"Thresholds"	"Y111$3"	-0.651	-0.6198	0.2607	0.2688	0.0731	0.921	"threshold"	0.0479	0.0301	0.0312	0.0312	0.0081	-0.0081	0.9699
"LST T 12 free S var IG prior"	"Thresholds"	"Y111$4"	0.634	0.6342	0.2608	0.2702	0.0729	0.92	"threshold"	3e-04	0.0348	2e-04	2e-04	0.0094	-0.0094	0.9652
"LST T 12 free S var IG prior"	"Thresholds"	"Y111$5"	1.55	1.5287	0.2651	0.2751	0.0761	0.921	"threshold"	0.0137	0.0364	-0.0213	0.0213	0.01	-0.01	0.9636
"LST T 12 free S var IG prior"	"Thresholds"	"Y111$6"	2.837	2.7885	0.2813	0.2965	0.0902	0.915	"threshold"	0.0171	0.0513	-0.0485	0.0485	0.0152	-0.0152	0.9487
"LST T 12 free S var IG prior"	"Thresholds"	"Y211$1"	-2.859	-2.7753	0.2811	0.2908	0.0915	0.917	"threshold"	0.0293	0.0334	0.0837	0.0837	0.0097	-0.0097	0.9666
"LST T 12 free S var IG prior"	"Thresholds"	"Y211$2"	-1.585	-1.5291	0.2652	0.2731	0.0776	0.914	"threshold"	0.0353	0.0289	0.0559	0.0559	0.0079	-0.0079	0.9711
"LST T 12 free S var IG prior"	"Thresholds"	"Y211$3"	-0.651	-0.6198	0.2607	0.2688	0.0731	0.921	"threshold"	0.0479	0.0301	0.0312	0.0312	0.0081	-0.0081	0.9699
"LST T 12 free S var IG prior"	"Thresholds"	"Y211$4"	0.634	0.6342	0.2608	0.2702	0.0729	0.92	"threshold"	3e-04	0.0348	2e-04	2e-04	0.0094	-0.0094	0.9652
"LST T 12 free S var IG prior"	"Thresholds"	"Y211$5"	1.55	1.5287	0.2651	0.2751	0.0761	0.921	"threshold"	0.0137	0.0364	-0.0213	0.0213	0.01	-0.01	0.9636
"LST T 12 free S var IG prior"	"Thresholds"	"Y211$6"	2.837	2.7885	0.2813	0.2965	0.0902	0.915	"threshold"	0.0171	0.0513	-0.0485	0.0485	0.0152	-0.0152	0.9487
"LST T 12 free S var IG prior"	"Thresholds"	"Y112$1"	-2.859	-2.7753	0.2811	0.2908	0.0915	0.917	"threshold"	0.0293	0.0334	0.0837	0.0837	0.0097	-0.0097	0.9666
"LST T 12 free S var IG prior"	"Thresholds"	"Y112$2"	-1.585	-1.5291	0.2652	0.2731	0.0776	0.914	"threshold"	0.0353	0.0289	0.0559	0.0559	0.0079	-0.0079	0.9711
"LST T 12 free S var IG prior"	"Thresholds"	"Y112$3"	-0.651	-0.6198	0.2607	0.2688	0.0731	0.921	"threshold"	0.0479	0.0301	0.0312	0.0312	0.0081	-0.0081	0.9699
"LST T 12 free S var IG prior"	"Thresholds"	"Y112$4"	0.634	0.6342	0.2608	0.2702	0.0729	0.92	"threshold"	3e-04	0.0348	2e-04	2e-04	0.0094	-0.0094	0.9652
"LST T 12 free S var IG prior"	"Thresholds"	"Y112$5"	1.55	1.5287	0.2651	0.2751	0.0761	0.921	"threshold"	0.0137	0.0364	-0.0213	0.0213	0.01	-0.01	0.9636
"LST T 12 free S var IG prior"	"Thresholds"	"Y112$6"	2.837	2.7885	0.2813	0.2965	0.0902	0.915	"threshold"	0.0171	0.0513	-0.0485	0.0485	0.0152	-0.0152	0.9487
"LST T 12 free S var IG prior"	"Thresholds"	"Y212$1"	-2.859	-2.7753	0.2811	0.2908	0.0915	0.917	"threshold"	0.0293	0.0334	0.0837	0.0837	0.0097	-0.0097	0.9666
"LST T 12 free S var IG prior"	"Thresholds"	"Y212$2"	-1.585	-1.5291	0.2652	0.2731	0.0776	0.914	"threshold"	0.0353	0.0289	0.0559	0.0559	0.0079	-0.0079	0.9711
"LST T 12 free S var IG prior"	"Thresholds"	"Y212$3"	-0.651	-0.6198	0.2607	0.2688	0.0731	0.921	"threshold"	0.0479	0.0301	0.0312	0.0312	0.0081	-0.0081	0.9699
"LST T 12 free S var IG prior"	"Thresholds"	"Y212$4"	0.634	0.6342	0.2608	0.2702	0.0729	0.92	"threshold"	3e-04	0.0348	2e-04	2e-04	0.0094	-0.0094	0.9652
"LST T 12 free S var IG prior"	"Thresholds"	"Y212$5"	1.55	1.5287	0.2651	0.2751	0.0761	0.921	"threshold"	0.0137	0.0364	-0.0213	0.0213	0.01	-0.01	0.9636
"LST T 12 free S var IG prior"	"Thresholds"	"Y212$6"	2.837	2.7885	0.2813	0.2965	0.0902	0.915	"threshold"	0.0171	0.0513	-0.0485	0.0485	0.0152	-0.0152	0.9487
"LST T 12 free S var IG prior"	"Variances"	"T"	3.108	3.0195	0.8025	0.746	0.5638	0.942	"T variance"	0.0285	0.0757	-0.0885	0.0885	0.0565	0.0565	1.0757
"LST T 12 free S var IG prior"	"Variances"	"S1"	0.439	0.3079	0.2597	0.2652	0.0874	0.884	"S variance"	0.2986	0.0207	-0.1311	0.1311	0.0055	-0.0055	0.9793
"LST T 12 free S var IG prior"	"Variances"	"S2"	0.124	0.0725	0.1376	0.1044	0.0135	0.995	"S variance"	0.4153	0.318	-0.0515	0.0515	0.0332	0.0332	1.318
"LST T 12 free S var IG prior"	"Variances"	"S3"	0.889	0.804	0.4128	0.4239	0.1868	0.899	"S variance"	0.0956	0.0262	-0.085	0.085	0.0111	-0.0111	0.9738
"LST T 12 free S var IG prior"	"Variances"	"S4"	0.342	0.2215	0.2244	0.2218	0.0637	0.887	"S variance"	0.3523	0.0117	-0.1205	0.1205	0.0026	0.0026	1.0117
"LST T 12 free S var IG prior"	"Variances"	"S5"	0.144	0.083	0.1456	0.1211	0.0184	0.988	"S variance"	0.4236	0.2023	-0.061	0.061	0.0245	0.0245	1.2023
"LST T 12 free S var IG prior"	"Variances"	"S6"	0.626	0.5153	0.3297	0.3445	0.1308	0.896	"S variance"	0.1768	0.043	-0.1107	0.1107	0.0148	-0.0148	0.957
"LST T 12 free S var IG prior"	"Variances"	"S7"	0.177	0.0953	0.1531	0.1344	0.0247	0.964	"S variance"	0.4616	0.1391	-0.0817	0.0817	0.0187	0.0187	1.1391
"LST T 12 free S var IG prior"	"Variances"	"S8"	0.148	0.0837	0.1458	0.1158	0.0175	0.99	"S variance"	0.4345	0.2591	-0.0643	0.0643	0.03	0.03	1.2591
"LST T 12 free S var IG prior"	"Variances"	"S9"	0.253	0.1492	0.1854	0.1902	0.0469	0.908	"S variance"	0.4103	0.0252	-0.1038	0.1038	0.0048	-0.0048	0.9748
"LST T 12 free S var IG prior"	"Variances"	"S10"	0.177	0.0952	0.1531	0.1339	0.0246	0.957	"S variance"	0.4621	0.1434	-0.0818	0.0818	0.0192	0.0192	1.1434
"LST T 12 free S var IG prior"	"Variances"	"S11"	0.148	0.0864	0.1468	0.1265	0.0198	0.987	"S variance"	0.4162	0.1605	-0.0616	0.0616	0.0203	0.0203	1.1605
"LST T 12 free S var IG prior"	"Variances"	"S12"	0.253	0.138	0.183	0.167	0.0411	0.919	"S variance"	0.4545	0.0958	-0.115	0.115	0.016	0.016	1.0958
"LST fixed S var IG prior"	"Thresholds"	"Y11$1"	-2.859	-2.8542	0.3112	0.325	0.1055	0.931	"threshold"	0.0017	0.0425	0.0048	0.0048	0.0138	-0.0138	0.9575
"LST fixed S var IG prior"	"Thresholds"	"Y11$2"	-1.585	-1.5746	0.294	0.3044	0.0927	0.934	"threshold"	0.0066	0.0342	0.0104	0.0104	0.0104	-0.0104	0.9658
"LST fixed S var IG prior"	"Thresholds"	"Y11$3"	-0.651	-0.6414	0.2887	0.298	0.0888	0.922	"threshold"	0.0147	0.0312	0.0096	0.0096	0.0093	-0.0093	0.9688
"LST fixed S var IG prior"	"Thresholds"	"Y11$4"	0.634	0.6458	0.2888	0.3018	0.0911	0.926	"threshold"	0.0186	0.0431	0.0118	0.0118	0.013	-0.013	0.9569
"LST fixed S var IG prior"	"Thresholds"	"Y11$5"	1.55	1.561	0.294	0.3078	0.0948	0.929	"threshold"	0.0071	0.0448	0.011	0.011	0.0138	-0.0138	0.9552
"LST fixed S var IG prior"	"Thresholds"	"Y11$6"	2.837	2.8496	0.3113	0.3289	0.1082	0.927	"threshold"	0.0044	0.0535	0.0126	0.0126	0.0176	-0.0176	0.9465
"LST fixed S var IG prior"	"Thresholds"	"Y21$1"	-2.859	-2.8542	0.3112	0.325	0.1055	0.931	"threshold"	0.0017	0.0425	0.0048	0.0048	0.0138	-0.0138	0.9575
"LST fixed S var IG prior"	"Thresholds"	"Y21$2"	-1.585	-1.5746	0.294	0.3044	0.0927	0.934	"threshold"	0.0066	0.0342	0.0104	0.0104	0.0104	-0.0104	0.9658
"LST fixed S var IG prior"	"Thresholds"	"Y21$3"	-0.651	-0.6414	0.2887	0.298	0.0888	0.922	"threshold"	0.0147	0.0312	0.0096	0.0096	0.0093	-0.0093	0.9688
"LST fixed S var IG prior"	"Thresholds"	"Y21$4"	0.634	0.6458	0.2888	0.3018	0.0911	0.926	"threshold"	0.0186	0.0431	0.0118	0.0118	0.013	-0.013	0.9569
"LST fixed S var IG prior"	"Thresholds"	"Y21$5"	1.55	1.561	0.294	0.3078	0.0948	0.929	"threshold"	0.0071	0.0448	0.011	0.011	0.0138	-0.0138	0.9552
"LST fixed S var IG prior"	"Thresholds"	"Y21$6"	2.837	2.8496	0.3113	0.3289	0.1082	0.927	"threshold"	0.0044	0.0535	0.0126	0.0126	0.0176	-0.0176	0.9465
"LST fixed S var IG prior"	"Thresholds"	"Y12$1"	-2.859	-2.8542	0.3112	0.325	0.1055	0.931	"threshold"	0.0017	0.0425	0.0048	0.0048	0.0138	-0.0138	0.9575
"LST fixed S var IG prior"	"Thresholds"	"Y12$2"	-1.585	-1.5746	0.294	0.3044	0.0927	0.934	"threshold"	0.0066	0.0342	0.0104	0.0104	0.0104	-0.0104	0.9658
"LST fixed S var IG prior"	"Thresholds"	"Y12$3"	-0.651	-0.6414	0.2887	0.298	0.0888	0.922	"threshold"	0.0147	0.0312	0.0096	0.0096	0.0093	-0.0093	0.9688
"LST fixed S var IG prior"	"Thresholds"	"Y12$4"	0.634	0.6458	0.2888	0.3018	0.0911	0.926	"threshold"	0.0186	0.0431	0.0118	0.0118	0.013	-0.013	0.9569
"LST fixed S var IG prior"	"Thresholds"	"Y12$5"	1.55	1.561	0.294	0.3078	0.0948	0.929	"threshold"	0.0071	0.0448	0.011	0.011	0.0138	-0.0138	0.9552
"LST fixed S var IG prior"	"Thresholds"	"Y12$6"	2.837	2.8496	0.3113	0.3289	0.1082	0.927	"threshold"	0.0044	0.0535	0.0126	0.0126	0.0176	-0.0176	0.9465
"LST fixed S var IG prior"	"Thresholds"	"Y22$1"	-2.859	-2.8542	0.3112	0.325	0.1055	0.931	"threshold"	0.0017	0.0425	0.0048	0.0048	0.0138	-0.0138	0.9575
