1 1 1 1 1 1 0 1 1 1 1 1 -99 1 0 1 1 0 1 -99 -99 1 1 1 -99 1 -99 1 -99 1 0 1 1 -99 -99 1 0 0 -99 1 -99 1 -99 1 1 0 0 -99 -99 0 1 1 -99 1 -99 0 -99 1 1 1 0 1 0 1 1 1 1 1 -99 1 0 0 0 1 1 0 1 0 0 0 0 1 -99 1 -99 1 1 1 1 0 -99 1 1 1 1 1 -99 1 -99 1 0 1 1 0 -99 1 0 0 0 1 -99 1 -99 1 0 0 1 1 -99 1 1 1 0 1 -99 1 -99 1 1 0 1 1 -99 0 1 1 1 1 -99 1 -99 1 0 1 1 1 -99 1 1 0 0 1 -99 1 -99 1 0 1 1 0 -99 0 1 0 0 1 -99 1 -99 1
1 2 0 0 0 1 0 0 0 0 0 0 -99 0 0 0 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 0 0 0 0 0 0 0 0 0 0 -99 0 0 0 0 0 0 0 0 0 0 0 0 0 -99 0 0 0 0 0 0 0 0 0 0 0 0 0 -99 0 0 0 0 0 0 0 0 0 0 0 0 0 -99 0 0 0 0 0 0 0 1 0 0 0 0 0 -99 0 0 0 0 0 0 0 0 0 0 0 0 0 -99 -99 0 0 0 0 0 0 0 0 0 0 0 0 -99 -99 0 0 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99
1 3 0 0 0 0 0 0 0 0 1 0 -99 0 0 0 1 0 0 -99 -99 1 1 0 -99 0 -99 0 -99 0 0 0 0 -99 -99 1 0 0 -99 1 -99 0 -99 1 0 0 0 -99 -99 0 0 0 -99 1 -99 0 -99 0 0 1 0 1 0 1 0 0 0 0 -99 0 1 0 0 1 0 1 0 1 0 0 0 0 -99 0 -99 0 0 1 0 0 -99 1 0 0 0 0 -99 1 -99 1 1 0 0 0 -99 0 1 0 0 0 -99 0 -99 0 1 1 1 0 -99 1 0 1 1 0 -99 0 -99 0 0 0 0 0 -99 0 0 1 0 1 -99 0 -99 0 0 0 1 0 -99 0 0 0 1 0 -99 0 -99 0 1 1 0 -99 -99 0 0 1 0 0 -99 0 -99 0
1 4 1 1 0 0 1 0 1 1 0 1 -99 1 1 1 0 1 1 1 1 1 1 1 1 1 -99 1 1 1 1 1 1 1 1 1 1 1 1 1 -99 1 1 1 1 1 1 0 1 1 0 1 1 1 -99 1 1 1 1 1 1 1 1 0 1 1 1 1 -99 1 1 1 1 1 1 1 1 1 1 1 1 1 -99 1 1 1 1 1 1 1 1 1 1 1 1 1 -99 1 1 1 1 1 1 1 1 1 1 1 0 1 -99 1 1 0 1 1 1 1 1 1 1 1 1 1 -99 1 1 1 1 1 0 1 1 1 1 1 1 1 -99 1 1 1 1 1 1 1 1 1 1 1 1 1 -99 1 1 0 1 0 0 0 1 0 1 1 1 0 -99 0 1 1
1 5 1 1 1 1 -99 1 0 0 0 1 -99 1 1 1 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 1 0 0 0 -99 0 0 1 -99 0 -99 0 0 0 0 0 0 1 -99 1 0 0 -99 1 -99 1 0 1 -99 0 0 0 -99 1 1 0 -99 0 -99 0 0 0 -99 1 1 1 -99 1 0 0 -99 1 -99 1 1 1 -99 1 -99 1 -99 1 0 0 -99 0 -99 0 1 0 -99 0 -99 0 -99 0 0 1 -99 1 -99 0 0 0 -99 0 -99 0 -99 1 1 0 -99 0 -99 0 0 0 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99
1 6 1 0 0 0 0 0 0 1 1 0 -99 0 0 0 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 0 1 1 1 -99 1 1 0 0 1 -99 0 1 1 0 1 1 1 -99 1 1 0 1 1 -99 1 1 1 0 0 0 0 -99 0 0 1 1 0 -99 0 0 0 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99
2 1 1 1 1 1 1 1 1 1 1 1 -99 1 1 1 1 1 1 1 1 1 1 1 1 1 -99 1 1 1 1 1 1 1 1 1 1 1 1 1 -99 1 1 1 1 1 1 1 1 1 1 1 1 1 -99 1 1 1 1 1 1 1 1 1 1 1 1 1 -99 1 1 1 1 1 1 1 1 1 1 1 1 1 -99 1 1 1 1 1 1 1 1 1 1 1 1 1 -99 1 1 1 1 1 1 1 1 1 1 1 1 1 -99 1 1 1 1 1 1 1 1 1 1 1 1 1 -99 1 1 1 1 1 1 1 1 1 1 1 1 1 -99 1 1 1 1 1 1 1 1 1 1 1 1 1 -99 1 1 1 1 1 1 1 1 1 1 1 1 1 -99 1 1 1
2 2 0 0 0 0 1 1 0 1 0 0 -99 0 0 1 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 1 0 0 0 0 0 0 0 0 0 -99 0 1 0 0 0 0 0 0 0 0 0 0 0 -99 0 0 0 0 0 0 0 0 0 0 0 0 0 -99 0 0 0 0 0 0 0 0 0 0 0 0 0 -99 0 0 0 0 1 0 0 0 0 0 0 0 0 -99 0 0 1 0 0 0 0 0 0 0 0 0 0 -99 0 0 0 0 0 0 0 0 0 0 0 0 0 -99 0 1 0 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99 -99
2 3 1 1 1 1 1 1 1 1 1 1 -99 1 1 1 1 1 1 1 1 0 1 1 1 1 -99 1 1 1 1 1 1 1 1 1 1 1 1 1 -99 0 1 1 1 1 1 1 1 1 1 1 1 0 -99 1 1 1 1 1 1 1 1 1 1 1 1 1 -99 1 1 1 1 1 1 1 1 1 1 1 1 1 -99 1 1 1 1 1 1 1 1 1 1 1 1 1 -99 1 1 1 1 1 1 1 1 1 1 1 1 1 -99 0 1 1 1 1 1 1 1 1 0 1 1 1 -99 1 1 1 1 1 1 1 1 1 0 1 1 0 -99 1 1 1 1 1 1 1 1 1 1 0 1 0 -99 1 1 1 1 1 1 1 1 1 0 1 1 1 -99 1 1 1
2 4 1 1 1 1 1 0 1 1 1 1 -99 1 1 1 1 1 1 1 1 1 0 0 1 1 -99 1 1 1 1 1 0 1 1 0 1 1 1 1 -99 1 0 1 1 1 1 1 1 1 1 0 1 1 -99 0 1 0 1 0 1 1 1 1 1 1 1 0 -99 1 0 1 0 1 1 1 1 1 1 1 0 1 -99 1 1 1 1 0 1 1 1 0 1 0 1 0 -99 1 1 1 1 1 1 1 1 1 1 0 1 1 -99 1 1 1 0 1 1 1 1 1 1 1 1 1 -99 0 1 0 1 1 1 1 1 1 1 1 1 1 -99 1 1 1 1 1 1 1 1 1 1 1 1 1 -99 1 1 1 1 0 1 1 1 1 1 1 1 1 -99 1 1 0
