species,subject,time_point,mean,uci,lci
a_chimp,azibo,1,2.337900045246144e-4,1.6694938043676768,-1.5024451531508378
a_chimp,azibo,2,0.007636330807846203,1.6269327018337008,-1.1266565076996864
a_chimp,azibo,3,-0.016854656672825374,0.6550802908458999,-1.0728470238364163
a_chimp,azibo,4,0.03933717736431719,0.9904669100199625,-0.9370538869830307
a_chimp,azibo,5,0.526869125646398,1.5353178727410888,-0.24941253054004203
a_chimp,azibo,6,0.04473340951677729,1.441583206425951,-0.35918324537635254
a_chimp,azibo,7,0.6026618017011147,1.6297046050638582,-0.5429309382869416
a_chimp,azibo,8,0.9462150001615961,1.875566288715729,-0.15757152028612834
a_chimp,azibo,9,-0.008054393860344344,0.7041432983280254,-1.2147037195490769
a_chimp,azibo,10,0.43199633073359633,1.7562690518965747,-0.5608215904299778
a_chimp,azibo,11,0.32372341657943693,1.521373356884143,-0.6795324407147695
a_chimp,azibo,12,1.181240731331916,2.2594164344662064,0.2065595809721429
a_chimp,azibo,13,0.9746368305363282,1.9863638377541868,-0.12425663354689061
a_chimp,azibo,14,1.0221201292518918,2.2129562134828435,-0.003843946287260397
a_chimp,bambari,1,0.00574077176611798,1.4675890845993034,-1.5379017384732616
a_chimp,bambari,2,-0.0076540592113731876,0.9198832642730068,-1.8823177967122864
a_chimp,bambari,3,-0.017529061624416364,0.5116061112868855,-1.3155575275252194
a_chimp,bambari,4,-0.19539745493758431,0.7383684279034063,-1.2955896435622831
a_chimp,bambari,5,0.030963813925742434,1.0018467963807818,-0.7546087349051767
a_chimp,bambari,6,0.030407969313183347,1.3216497543067132,-0.5202285226753378
a_chimp,bambari,7,0.2047950455418106,1.3591066331041997,-0.8638729830315369
a_chimp,bambari,8,0.44377922058914043,1.4771864928433118,-0.6638038377551443
a_chimp,bambari,9,0.004850412046285335,0.9809223716116251,-0.8689435188514627
a_chimp,bambari,10,0.22917937185281412,1.618997971661735,-0.689609085823069
a_chimp,bambari,11,-0.0226600816360234,1.042124963632511,-1.2355403224441392
a_chimp,bambari,12,0.8314912113525514,1.890171971753292,-0.2676383681478717
a_chimp,bambari,13,0.12000938018185003,1.2232991119424228,-0.9828035131964609
a_chimp,bambari,14,0.11444875037107183,1.0925940826263858,-1.3205101136831452
a_chimp,carola,1,0.005860469999473317,1.7181814040332837,-1.6081243800682292
a_chimp,carola,2,-0.005035490205775872,1.1509037538969775,-1.8941382721675666
a_chimp,carola,3,-0.036138449554639074,0.39844690392294013,-1.6309235210551678
a_chimp,carola,4,-0.026376514933974082,0.8445449437441526,-1.3687468769728768
a_chimp,carola,5,0.82889374122904,1.882216428582727,-0.15678301455205787
a_chimp,carola,6,0.011323719513766317,0.9598468261293486,-1.0974856336087826
a_chimp,carola,7,0.8478336469872017,2.072872832171431,-0.2501889160965831
a_chimp,carola,8,0.5444799854653857,1.7393575179967282,-0.5965006607437945
a_chimp,carola,9,0.0010105026665021555,1.2182469129888402,-0.8528820797301879
a_chimp,carola,10,0.06092345693279233,1.3988592182108839,-1.1967374403177398
a_chimp,carola,11,0.4609092710571425,1.7861373767009963,-0.641446422471553
a_chimp,carola,12,1.6618098886279191,2.7700798581010213,0.5625311654057459
a_chimp,carola,13,0.8343029447606587,1.9633458858351707,-0.3469449746704414
a_chimp,carola,14,1.156556474967719,2.327283454084914,-0.0507108163487314
a_chimp,corrie,1,0.008693998867416397,1.8414171098664582,-1.6010371736168216
a_chimp,corrie,2,0.006178740273496075,1.3668140457588192,-1.658996518332831
a_chimp,corrie,3,-0.041904197712562485,0.432202410259083,-1.5299840010932264
